predicted_rank,player_id,player_name,team,position,games,predicted_expected_votes,total_coaches_votes,avg_expected_votes_per_game,number_of_matches_predicted_above_0_5,number_of_matches_predicted_above_1_0,number_of_matches_predicted_above_2_0,best_predicted_match_votes,best_predicted_match_id
71,11713,Taylor Walker,Adelaide,FF,16,4.838181664878104,17.0,0.3023863540548815,3,3,1,2.3622854396266946,17109
72,12953,Josh Rachele,Adelaide,HFFR,23,4.773566068978444,26.0,0.20754635082514974,2,1,1,2.3872203249979385,17095
73,12455,Matthew Kennedy,Western Bulldogs,RR,23,4.656559072832959,15.0,0.20245909012317212,1,1,0,1.9224488555662353,17093
74,12406,Darcy Parish,Essendon,INT,14,4.593183708815129,21.0,0.3280845506296521,3,2,1,2.276540834442154,17150
75,11700,Patrick Dangerfield,Geelong,FPL,17,4.527624667917998,16.0,0.26633086281870577,3,3,0,1.346737011540173,17165
76,12595,Tim Kelly,West Coast,R,21,4.52030058432348,18.0,0.21525240877730858,3,1,0,1.2217774120653795,17176
77,12711,Justin McInerney,Sydney,R,13,4.4833199540733135,28.0,0.34487076569794717,3,2,0,1.9771493831956937,17059
78,12766,Mitch Georgiades,Port Adelaide,CHF,21,4.379531618434354,20.0,0.20854912468735018,3,2,0,1.607217156478758,17117
79,13129,Patrick Voss,Fremantle,FPL,22,4.376179710196564,21.0,0.1989172595543893,3,2,0,1.9502174182958085,17146
80,4182,Scott Pendlebury,Collingwood,C,17,4.373252167101799,15.0,0.2572501274765764,1,1,1,2.811893439465177,17116
81,12660,Darcy Cameron,Collingwood,RK,22,4.23575212568761,31.0,0.192534187531255,3,1,0,1.1385649154530222,17154
82,13168,Archie Roberts,Essendon,HBFL,21,4.193825191271768,15.0,0.1997059614891318,2,2,1,2.3830242932501955,17098
83,12955,Josh Ward,Hawthorn,R,23,4.080822691761124,19.0,0.1774270735548315,2,0,0,0.586450966310828,17225
84,12594,Aaron Naughton,Western Bulldogs,FF,22,4.046189709392171,16.0,0.1839177140632805,2,2,0,1.986079787009817,17066
85,12325,Jack Sinclair,St Kilda,R,15,4.014309614069943,24.0,0.2676206409379962,4,0,0,0.8748360890320519,17063
86,12794,Will Day,Hawthorn,C,11,3.992916241133141,19.0,0.3629923855575583,2,1,0,1.8315328918172458,17265
87,12703,Callum Wilkie,St Kilda,FB,23,3.8561047091844936,44.0,0.16765672648628233,2,2,0,1.2895397818454835,17076
88,12892,Riley Thilthorpe,Adelaide,CHF,20,3.82947393782446,16.0,0.191473696891223,2,1,1,2.2268431952395638,17238
89,12992,Shannon Neale,Geelong,FF,23,3.80677657464493,18.0,0.16551202498456216,2,2,0,1.537804766022627,17222
90,12584,Darcy Fogarty,Adelaide,FF,14,3.6828648188137,16.0,0.2630617727724071,3,2,0,1.5049091321228385,17213
91,12927,Jack Ginnivan,Hawthorn,HFFR,22,3.681879630177081,20.0,0.16735816500804915,2,2,0,1.4919072729225575,17207
92,12788,Tristan Xerri,North Melbourne,RK,19,3.6779061202945758,37.0,0.19357400633129346,2,0,0,0.9437911653737838,17079
93,11953,Luke Parker,North Melbourne,HBFR,23,3.6520002142344934,21.0,0.15878261801019536,3,0,0,0.9371504972642126,17070
94,12433,Aliir Aliir,Port Adelaide,CHB,22,3.492850763419765,25.0,0.1587659437918075,2,1,1,2.2088218217567097,17090
95,12728,Ben King,Gold Coast,FF,23,3.480966732459148,12.0,0.15134637967213688,2,1,1,2.3190498533552844,17075
96,12332,James Sicily,Hawthorn,BPL,22,3.380007851289907,13.0,0.1536367205131776,2,1,1,2.100245134009755,17158
97,12871,Tanner Bruhn,Geelong,HBFR,21,3.340337885750108,16.0,0.15906370884524323,2,1,0,1.7097137330422383,17250
98,12600,Liam Ryan,St Kilda,CHF,17,3.2140095765956853,17.0,0.1890593868585697,2,2,0,1.8767508172978455,17179
99,12975,Paul Curtis,North Melbourne,HFFL,20,3.0957702224356587,16.0,0.15478851112178293,2,1,0,1.9316867837144076,17110
100,12291,Daniel McStay,Collingwood,FPL,23,3.049979599339411,20.0,0.13260780866693092,2,1,0,1.2364025472697324,17246
101,12563,Nick Larkey,North Melbourne,FF,23,3.022185177587366,10.0,0.13139935554727677,2,1,0,1.3365473118535258,17079
102,12925,Sam Durham,Essendon,C,20,2.9942849269940015,26.0,0.14971424634970007,2,2,0,1.2526335240956563,17171
103,12601,Jake Waterman,West Coast,FF,23,2.975479494649722,20.0,0.1293686736804227,2,1,0,1.371102250928158,17085
104,12469,Blake Hardwick,Hawthorn,BPR,23,2.939277443390367,22.0,0.12779467145175508,2,1,0,1.5611585653466724,17149
105,12408,Josh Dunkley,Brisbane Lions,RR,23,2.866592924849143,18.0,0.12463447499344099,1,0,0,0.5794416432288433,17217
106,13007,Jase Burgoyne,Port Adelaide,INT,23,2.789613704362146,14.0,0.12128755236357157,1,1,1,2.0315052442149826,17263
107,12756,Kade Chandler,Melbourne,CHF,22,2.7780538325542574,36.0,0.1262751742070117,2,1,0,1.3478384717934593,17253
108,12354,Bailey Dale,Western Bulldogs,HBFR,18,2.772863934865817,28.0,0.15404799638143427,1,1,0,1.0295911508806397,17166
109,13103,Ryley Sanders,Western Bulldogs,HFFL,21,2.7389298751712268,11.0,0.1304252321510108,2,1,0,1.198663643785251,17133
110,12412,Tom Papley,Sydney,FPL,18,2.6049134174496618,14.0,0.14471741208053676,2,1,0,1.273241703899608,17213
111,13184,Harvey Langford,Melbourne,WR,23,2.6048662769582704,15.0,0.1132550555199248,1,1,0,1.7110121110936958,17111
112,12873,Francis Evans,Carlton,INT,21,2.595845436847233,18.0,0.12361168746891585,2,2,0,1.1947354031735218,17247
113,13140,Joel Freijah,Western Bulldogs,INT,23,2.588476736227956,8.0,0.11254246679251982,1,1,0,1.4889240346406531,17074
114,12502,Jy Simpkin,North Melbourne,WL,23,2.544413917900222,23.0,0.11062669208261836,2,0,0,0.8200997254569324,17152
115,12688,Jordan Clark,Fremantle,HBFL,23,2.5428924552495134,11.0,0.11056054153258754,1,1,0,1.50998203244606,17112
116,12076,Dayne Zorko,Brisbane Lions,HBFR,13,2.5404629885597267,6.0,0.19542022988920976,1,0,0,0.8605291925916608,17228
117,11898,Tom Liberatore,Western Bulldogs,RR,11,2.5386365820682313,13.0,0.23078514382438467,2,0,0,0.8865506460805054,17255
118,12598,Bayley Fritsch,Melbourne,FPR,21,2.5148412433345575,21.0,0.11975434492069321,3,0,0,0.8838022665318729,17197
119,13026,Darcy Wilmot,Brisbane Lions,HBFL,23,2.4640122499928543,18.0,0.10713096739099366,1,1,0,1.5677820620003824,17125
120,12712,Jack Ross,Richmond,RR,19,2.4272548180608036,13.0,0.12775025358214756,1,1,0,1.276777754228762,17126
121,13075,Karl Worner,Fremantle,HBFR,23,2.4061087494501363,15.0,0.10461342388913636,1,1,0,1.7605038146695073,17231
122,12636,Mitch Lewis,Hawthorn,FF,22,2.388708743058127,10.0,0.10857767013900577,1,1,0,1.4759009251824593,17218
123,12566,Harry McKay,Carlton,FF,21,2.3837454324063483,9.0,0.11351168725744516,1,1,0,1.0628693030704497,17171
124,12903,Malcolm Rosas,Sydney,HFFL,16,2.350863542743997,10.0,0.1469289714214998,1,1,1,2.228471211365416,17129
125,12844,Joel Amartey,Sydney,FPL,15,2.3241098160432525,9.0,0.1549406544028835,1,1,1,2.0526073883145077,17068
126,12518,Hugh McCluggage,Brisbane Lions,INT,13,2.269580681518063,13.0,0.1745831293475433,2,1,0,1.2527329764229052,17125
127,12686,Noah Balta,Richmond,RK,17,2.263996387603458,10.0,0.13317625809432104,1,1,1,2.029490164087605,17126
128,13031,Cam Mackenzie,Hawthorn,INT,21,2.2363799711308547,15.0,0.10649428433956451,2,0,0,0.7369858793981318,17158
129,12150,Ollie Wines,Port Adelaide,INT,19,2.23526779330741,8.0,0.11764567333196894,1,1,0,1.01684850435717,17124
130,12710,Dylan Moore,Hawthorn,HFFL,22,2.1655684833466804,10.0,0.09843493106121275,2,0,0,0.8498834989602331,17073
131,12028,Stephen Coniglio,Greater Western Sydney,INT,21,2.1654104191405357,12.0,0.10311478186383503,2,1,0,1.2028037849096245,17234
132,12934,James Peatling,Adelaide,INT,21,2.154072910806846,4.0,0.10257490051461172,0,0,0,0.47205056040375964,17143
133,13107,Colby McKercher,North Melbourne,HBFL,23,2.133693488639026,14.0,0.09276928211474027,1,1,0,1.287910097350052,17084
134,13041,Bodhi Uwland,Gold Coast,BPR,23,2.1159608506053322,33.0,0.09199829785240575,2,0,0,0.7018975533313173,17142
135,12165,Rory Laird,Adelaide,HBFL,18,2.115943294551324,9.0,0.11755240525285132,1,0,0,0.9173632197819634,17173
136,13263,Cooper Trembath,North Melbourne,CHF,23,2.0604451410322846,13.0,0.08958457134922977,1,1,0,1.2533124115595355,17185
137,12609,Jack Higgins,St Kilda,HFFL,16,2.0557668812062113,7.0,0.1284854300753882,1,1,0,1.7736611084263472,17119
138,12340,Harris Andrews,Brisbane Lions,FB,20,2.030712264423774,25.0,0.10153561322118869,1,1,0,1.2882891357957573,17217
139,13160,Lawson Humphries,Geelong,INT,22,2.0005678506987503,14.0,0.09093490230448865,1,1,0,1.254862201103342,17153
140,12495,Dan Houston,Collingwood,HBFL,23,1.9811054911025379,19.0,0.08613502135228425,1,0,0,0.6722304521866682,17122
141,12801,Michael Frederick,Fremantle,WL,18,1.8763069258739815,11.0,0.10423927365966563,1,1,0,1.236063786365186,17193
142,12796,Dylan Stephens,North Melbourne,WR,23,1.8322727951986364,7.0,0.07966403457385375,2,0,0,0.8831494618492185,17070
143,12393,Ed Langdon,Melbourne,HFFR,23,1.8305996252094825,9.0,0.0795912880525862,1,0,0,0.6913244259632406,17138
144,12931,Jake Bowey,Melbourne,BPL,15,1.8130557482509713,10.0,0.12087038321673142,1,0,0,0.7421723235360883,17210
145,12948,Mitch Owens,St Kilda,HFFR,20,1.8109476308053454,7.0,0.09054738154026727,1,1,0,1.454084602965304,17249
146,12505,Tom Stewart,Geelong,BPL,21,1.7957344557072459,21.0,0.0855111645574879,1,0,0,0.5876073532635027,17140
147,12277,Charlie Cameron,Brisbane Lions,HFFL,23,1.7461555797070791,17.0,0.07591980781335127,2,0,0,0.9766767258010812,17120
148,13047,Matthew Johnson,Fremantle,WR,22,1.6872318493851735,12.0,0.07669235679023516,1,0,0,0.8046249110466548,17223
149,12836,Bailey Williams,West Coast,RK,19,1.6559706428870034,15.0,0.08715634962563175,1,1,0,1.2396104482688621,17148
150,12498,Ben Ainsworth,Carlton,HFFR,23,1.616445593156712,14.0,0.0702802431807266,1,0,0,0.8413631282732668,17189
151,13335,Joel Fitzgerald,Melbourne,INT,10,1.5879141632982787,7.0,0.15879141632982788,2,0,0,0.736279449430791,17237
152,12300,Tim Membrey,Collingwood,FPR,19,1.5835604015371743,7.0,0.08334528429143022,1,0,0,0.5208794556492147,17081
153,12856,Lloyd Meek,Hawthorn,RK,23,1.5701745752743157,8.0,0.06826845979453547,1,0,0,0.975534575190605,17207
154,13148,Nate Caddy,Essendon,CHF,22,1.5485516940082011,9.0,0.07038871336400915,1,1,0,1.3621838251072356,17263
155,12519,Jarrod Berry,Brisbane Lions,WL,18,1.5148821883265333,14.0,0.08416012157369629,1,1,0,1.2508772576556277,17082
156,12366,Peter Wright,Essendon,FF,18,1.5115546466408694,13.0,0.08397525814671497,1,0,0,0.7543152063821252,17238
157,13187,Finn OSullivan,North Melbourne,C,19,1.479745372067573,13.0,0.07788133537197753,1,0,0,0.6595987077872297,17084
158,12166,Jack Macrae,St Kilda,INT,12,1.4794851644040268,3.0,0.12329043036700223,2,0,0,0.7516458656769643,17147
159,12929,Cooper Sharman,St Kilda,FF,21,1.471582938237998,11.0,0.07007537801133323,2,0,0,0.6209541480775899,17179
160,12497,Oliver Florent,Carlton,BPL,23,1.4608377065977336,27.0,0.06351468289555363,1,0,0,0.9705278555367424,17145
161,12851,Oliver Henry,Geelong,INT,22,1.4405194143054518,6.0,0.06547815519570235,1,0,0,0.7625756871382113,17243
162,13139,Joe Richards,Port Adelaide,FPR,20,1.4404031547330587,13.0,0.07202015773665293,1,0,0,0.9631256704973135,17214
163,13099,Caleb Windsor,Melbourne,R,20,1.439160327127351,7.0,0.07195801635636755,1,0,0,0.9294289998934868,17114
164,12441,Bailey Williams,Western Bulldogs,WR,17,1.4205184830280693,19.0,0.08355991076635702,1,0,0,0.6133604583569048,17219
165,12690,Tom Atkins,Geelong,RR,23,1.401220787324925,9.0,0.06092264292717065,1,0,0,0.5697008667925968,17101
166,12413,Callum Mills,Sydney,BPL,22,1.3991037965628832,13.0,0.06359562711649469,0,0,0,0.47424379656569493,17177
167,12061,Jack Crisp,Collingwood,WR,23,1.3990610381032913,10.0,0.06082874078709962,1,0,0,0.5535285108895762,17154
168,12777,Hayden Young,Fremantle,INT,14,1.3678470864194603,5.0,0.09770336331567574,1,0,0,0.5575545692329795,17167
169,12357,Karl Amon,Hawthorn,HBFL,18,1.3261214331955182,2.0,0.07367341295530656,1,0,0,0.5922813319894891,17115
170,13110,Darcy Wilson,St Kilda,WL,22,1.322394520989227,13.0,0.06010884186314668,0,0,0,0.3160355057180906,17076
171,12876,Beau McCreery,Collingwood,HFFR,22,1.3144307345862556,11.0,0.05974685157210253,1,0,0,0.9751605837713974,17252
172,12938,Charlie Comben,North Melbourne,BPR,22,1.2986448674979594,16.0,0.059029312158998155,1,0,0,0.8850906018527469,17070
173,12937,Brodie Kemp,Carlton,FPL,23,1.292647509331383,8.0,0.056202065623103606,1,1,0,1.0516873538622706,17235
174,12653,Harry Petty,Melbourne,CHB,19,1.2865875736385348,15.0,0.06771513545465972,1,0,0,0.5715099975356965,17260
175,12890,Jordon Sweet,Port Adelaide,RK,22,1.2850255923840057,17.0,0.05841025419927299,0,0,0,0.2800706508625015,17090
176,11905,Jack Darling,North Melbourne,INT,22,1.268847053688717,11.0,0.05767486607675987,1,0,0,0.975733323761114,17176
177,12177,Jarrod Witts,Gold Coast,RK,13,1.2605879609535116,8.0,0.09696830468873166,1,0,0,0.9129974764097907,17072
178,13197,Levi Ashcroft,Brisbane Lions,HFFR,23,1.2583742766423045,9.0,0.054711925071404544,1,0,0,0.6607866031237246,17251
179,12542,Luke Ryan,Fremantle,CHB,22,1.2366566531195118,7.0,0.0562116660508869,1,0,0,0.6693835085924144,17096
180,12537,Tim English,Western Bulldogs,RK,15,1.2322702669805365,10.0,0.08215135113203577,0,0,0,0.38199500744810483,17162
181,12689,Gryan Miers,Geelong,INT,15,1.216326547536192,9.0,0.08108843650241279,1,0,0,0.9392837576275278,17212
182,13049,Bailey Humphrey,Gold Coast,CHF,20,1.2088322722717457,10.0,0.06044161361358728,1,0,0,0.6075906867933629,17060
183,13240,Tom McCarthy,West Coast,INT,22,1.1628811108696064,6.0,0.05285823231225484,0,0,0,0.44062219314676154,17169
184,12967,Marcus Windhager,St Kilda,WL,23,1.1378309413366574,1.0,0.049470910492898146,0,0,0,0.2458982024461353,17071
185,12656,Brent Daniels,Greater Western Sydney,CHF,10,1.095388913396869,12.0,0.1095388913396869,0,0,0,0.4234139290996195,17156
186,12627,Tom McCartin,Sydney,FB,20,1.0467903724193948,23.0,0.052339518620969736,1,0,0,0.6022012954219805,17068
187,13122,Connor OSullivan,Geelong,FB,23,1.0396935940810592,20.0,0.04520406930787214,1,0,0,0.6398694546027277,17222
188,12087,Elliot Yeo,West Coast,C,21,1.0171477346925482,8.0,0.04843560641393087,0,0,0,0.22613651702534393,17079
189,12417,Marc Pittonet,Carlton,RK,20,1.0107289429682513,8.0,0.050536447148412565,0,0,0,0.48966045609098485,17247
190,12444,Sam Collins,Gold Coast,FB,21,1.0095590419102025,25.0,0.04807424009096203,0,0,0,0.4736236487343287,17152
191,13038,Reuben Ginbey,West Coast,FB,13,1.0057810881070075,18.0,0.07736777600823135,1,0,0,0.8447357870737677,17164
192,12899,Nick Bryan,Essendon,RK,13,0.9983935967593762,7.0,0.07679950744302894,1,0,0,0.9001589686276118,17220
193,12418,Jayden Short,Richmond,INT,21,0.9976470021168976,10.0,0.04750700010080465,1,0,0,0.5203175369554587,17064
194,13132,Daniel Curtin,Adelaide,R,16,0.9971514588630792,8.0,0.06232196617894245,1,0,0,0.7528647064566903,17165
195,13065,Lachlan McAndrew,Adelaide,RK,22,0.9872007305402084,25.0,0.04487276047910038,0,0,0,0.24353780780336404,17173
196,13195,Riley Bice,Sydney,INT,20,0.9731983598014815,5.0,0.048659917990074075,1,0,0,0.667234233832468,17068
197,11894,Ryan Lester,Brisbane Lions,BPR,19,0.9598499819443693,13.0,0.050518420102335225,1,0,0,0.7267127312219528,17132
198,12809,Mark Keane,Adelaide,BPL,9,0.9555870639427222,9.0,0.10617634043808025,1,0,0,0.8937754257026558,17182
199,12434,Ben Keays,Adelaide,INT,23,0.9489833316476263,2.0,0.04126014485424462,0,0,0,0.2370325411337052,17262
200,13294,Milan Murdock,West Coast,FPL,20,0.9416774437081576,8.0,0.04708387218540788,0,0,0,0.4904400360390143,17164
201,12714,James Rowbottom,Sydney,INT,21,0.9393485076316148,5.0,0.044730881315791185,1,0,0,0.5399782394276673,17226
202,12567,Will Setterfield,Essendon,R,11,0.9083813945860736,7.0,0.08258012678055214,0,0,0,0.33519671308792726,17175
203,12153,Mark Blicavs,Geelong,WR,18,0.867132036055512,5.0,0.048174002003084,1,0,0,0.5266898106898276,17250
204,13023,Ned Long,Collingwood,INT,21,0.8668814217909967,0.0,0.04128006770433318,0,0,0,0.17872772981887403,17122
205,12403,Daniel Rioli,Gold Coast,HBFR,20,0.8615736619788156,9.0,0.04307868309894078,1,0,0,0.6929528301326884,17136
206,13212,Matt Carroll,Carlton,WR,10,0.8604853182212417,7.0,0.08604853182212417,1,0,0,0.7777698960639461,17145
207,12558,Josh Battle,Hawthorn,FB,21,0.8575456093526308,12.0,0.040835505207268134,0,0,0,0.3143389323180147,17100
208,12619,James Worpel,Geelong,INT,11,0.8524931746075115,2.0,0.07749937950977377,0,0,0,0.22245318948692294,17101
209,12664,Kane Farrell,Port Adelaide,HBFR,13,0.8389714132211608,6.0,0.0645362625554739,1,0,0,0.6527314720306131,17090
210,12422,Darcy Byrne-Jones,Port Adelaide,HBFL,22,0.8100317560460734,16.0,0.036819625274821514,1,0,0,0.5027553215577167,17090
211,12597,Esava Ratugolea,Port Adelaide,FB,8,0.8089021036376881,10.0,0.10111276295471101,1,0,0,0.7306354651520188,17169
212,12485,Mabior Chol,Hawthorn,CHF,18,0.7969857470795452,2.0,0.04427698594886362,0,0,0,0.4131554115981645,17197
213,13066,Oisin Mullin,Geelong,R,23,0.791081067563015,22.0,0.034394829024478914,0,0,0,0.19790037072296612,17137
214,12367,Alex Neal-Bullen,Adelaide,FPL,21,0.7881085512842889,8.0,0.03752897863258518,0,0,0,0.41374511090902855,17069
215,12670,Conor Nash,Hawthorn,C,10,0.7867848340788636,6.0,0.07867848340788636,0,0,0,0.26877214829913,17065
216,12998,Massimo DAmbrosio,Hawthorn,WL,23,0.7827342361863668,6.0,0.03403192331245073,0,0,0,0.11157594710147624,17122
217,12824,Sam Flanders,St Kilda,RR,12,0.7768075798976521,2.0,0.06473396499147101,0,0,0,0.2683024582172873,17147
218,13182,Matthew Jefferson,Melbourne,INT,16,0.7621496854185761,3.0,0.047634355338661005,1,0,0,0.5168441905712072,17215
219,12912,Josh Worrell,Adelaide,BPL,22,0.7560698869441079,10.0,0.034366813042913995,0,0,0,0.1877924486023352,17069
220,12674,Tom De Koning,St Kilda,RK,20,0.7549851540119097,7.0,0.037749257700595486,0,0,0,0.262461037712886,17229
221,13279,Phoenix Gothard,Greater Western Sydney,HFFR,16,0.7490246792931561,6.0,0.046814042455822255,1,0,0,0.6433543971214198,17156
222,12996,Daniel Turner,Melbourne,FB,19,0.7384309002913515,12.0,0.03886478422586061,0,0,0,0.44948654780029107,17144
223,12521,Ben Long,Gold Coast,FPR,21,0.7296446648076789,5.0,0.0347449840384609,1,0,0,0.5156639742558469,17181
224,11751,Steele Sidebottom,Collingwood,INT,20,0.7277968469946969,4.0,0.036389842349734844,0,0,0,0.3073445402495751,17081
225,13019,Mac Andrew,Gold Coast,BPL,23,0.6952284186913342,19.0,0.03022732255179714,0,0,0,0.14823828798554656,17142
226,12578,Patrick Lipinski,Collingwood,WR,19,0.6832770874769464,3.0,0.03596195197247086,0,0,0,0.28944395255685684,17104
227,12750,Connor Idun,Greater Western Sydney,BPR,23,0.6750777504675602,15.0,0.029351206542067836,0,0,0,0.2502898014615199,17254
228,12700,Lachie Schultz,Collingwood,HFFR,21,0.6747840727146823,4.0,0.032132574891175346,0,0,0,0.28412713700756254,17190
229,13057,Josh Weddle,Hawthorn,BPL,20,0.6736228608320561,3.0,0.03368114304160281,0,0,0,0.1078126976150059,17065
230,12864,Harry Sharp,Melbourne,WL,23,0.6724381653253245,6.0,0.029236441970666282,0,0,0,0.296150788525108,17241
231,13278,Zeke Uwland,Gold Coast,INT,17,0.6700284358088365,4.0,0.039413437400519793,1,0,0,0.5186201390072269,17199
232,12933,Joel Jeffrey,Gold Coast,INT,22,0.665413760097152,0.0,0.030246080004416,0,0,0,0.16528194109863062,17075
233,13101,Harvey Thomas,Greater Western Sydney,WR,22,0.6455155383652871,7.0,0.029341615380240323,0,0,0,0.3557951546872331,17163
234,12952,Jake Soligo,Adelaide,INT,20,0.6402265084684925,0.0,0.03201132542342462,0,0,0,0.10929145023349368,17143
235,12509,Will Hayward,Carlton,INT,21,0.6154984028490224,5.0,0.02930944775471535,0,0,0,0.18234479894997827,17132
236,13100,Seth Campbell,Richmond,HFFL,23,0.6117179518641457,11.0,0.026596432689745465,0,0,0,0.22343907166130358,17126
237,13123,Koltyn Tholstrup,Melbourne,WL,23,0.6038613886352701,7.0,0.026254842984142178,0,0,0,0.10830727227471561,17253
238,13146,Edward Allan,Collingwood,INT,18,0.5988432904862995,1.0,0.0332690716936833,0,0,0,0.14482084013311625,17252
239,12778,Trent Rivers,Melbourne,INT,16,0.5922883105907115,0.0,0.03701801941191947,0,0,0,0.18608010759876698,17237
240,12083,Jamie Elliott,Collingwood,FF,11,0.5888330257958035,4.0,0.05353027507234578,0,0,0,0.3512809861489008,17104
241,12861,Logan McDonald,Sydney,INT,21,0.5859083563845996,1.0,0.02790039792307617,0,0,0,0.23587529845808183,17232
242,12352,Alex Pearce,Fremantle,FB,20,0.5831283693067594,16.0,0.02915641846533797,0,0,0,0.2698683241262114,17096
243,13054,Aaron Cadman,Greater Western Sydney,FF,18,0.5797436347693977,4.0,0.032207979709410986,0,0,0,0.4102939027287451,17102
244,12536,Harry Perryman,Collingwood,HBFR,16,0.5774691737675027,3.0,0.03609182336046892,0,0,0,0.3247389905694973,17104
245,12891,Sam De Koning,Geelong,INT,19,0.5772516099389627,6.0,0.03038166368099804,0,0,0,0.1607559683770418,17080
246,12810,Sam Draper,Brisbane Lions,RK,22,0.5732493311234537,8.0,0.026056787778338805,0,0,0,0.20801897740065475,17097
247,12695,Willem Drew,Port Adelaide,R,22,0.5583331127104553,0.0,0.02537877785047524,0,0,0,0.14861524736442355,17078
248,12351,Jake Lever,Melbourne,FB,22,0.5569920613319865,7.0,0.02531782096963575,0,0,0,0.12231619701820842,17086
249,12676,Billy Frampton,Collingwood,BPL,23,0.5470783202834477,5.0,0.02378601392536729,0,0,0,0.06532208652062262,17204
250,12910,Callum Brown,Greater Western Sydney,INT,18,0.5453272519514876,3.0,0.03029595844174931,0,0,0,0.2525296830666306,17254
251,12904,Kieren Briggs,Greater Western Sydney,RK,18,0.533729732128644,2.0,0.029651651784924668,0,0,0,0.31087910647014216,17206
252,13313,Patrick Retschko,Richmond,WL,18,0.5295416808200745,6.0,0.029418982267781914,0,0,0,0.39666581413458263,17150
253,12394,Oscar McDonald,Fremantle,BPL,10,0.5287584480875813,8.0,0.052875844808758135,0,0,0,0.4589691461038892,17231
254,13292,Willem Duursma,West Coast,WL,22,0.5215735993140836,0.0,0.023707890877912894,0,0,0,0.3226462774302761,17164
255,12276,Blake Acres,Carlton,WR,10,0.5051510580267136,3.0,0.05051510580267136,0,0,0,0.3321286991668,17255
256,12592,Cam Rayner,Brisbane Lions,FF,23,0.500533913145269,6.0,0.021762344049794304,0,0,0,0.1491969400062997,17125
257,12994,Matt Roberts,Sydney,WR,19,0.4885749065952622,0.0,0.025714468768171694,0,0,0,0.14503876177072333,17113
258,12544,Brennan Cox,Fremantle,BPL,18,0.48363828522148006,4.0,0.026868793623415557,0,0,0,0.2485497460890448,17151
259,13021,Sam Darcy,Western Bulldogs,CHF,6,0.4723538695480875,3.0,0.07872564492468125,0,0,0,0.3018817293035493,17093
260,13022,Jai Serong,Sydney,WL,22,0.4696466083308673,10.0,0.021347573105948512,0,0,0,0.1440353448910217,17264
261,12932,Brayden Cook,Adelaide,WR,22,0.4680626592512776,6.0,0.02127557542051262,0,0,0,0.09776907414562992,17124
262,12557,Cameron Zurhaar,North Melbourne,FPL,23,0.4656897825772235,5.0,0.02024738185118363,0,0,0,0.14397532377947783,17110
263,13117,Kane McAuliffe,Richmond,INT,10,0.46218651994495913,4.0,0.046218651994495916,0,0,0,0.44552652709389934,17126
264,13121,Ethan Read,Gold Coast,FPL,15,0.46033054984409294,2.0,0.03068870332293953,0,0,0,0.2906356019826369,17075
265,13064,George Wardlaw,North Melbourne,INT,16,0.4565060568130523,5.0,0.028531628550815768,0,0,0,0.1250559218359054,17239
266,12383,Tom Barrass,Hawthorn,FB,19,0.4557821842448009,15.0,0.023988536012884257,0,0,0,0.16735935256003195,17073
267,13050,Ned Moyle,Gold Coast,RK,16,0.4505397183421083,10.0,0.02815873239638177,0,0,0,0.10178351621152892,17142
268,12906,Ned Reeves,Hawthorn,RK,15,0.44944638489365285,0.0,0.029963092326243522,0,0,0,0.07817718332850691,17065
269,13287,Tom Blamires,North Melbourne,INT,17,0.44758559713053475,1.0,0.02632856453709028,0,0,0,0.24073009927636574,17176
270,11967,Jeremy Howe,Collingwood,FB,17,0.4474163798620304,11.0,0.026318610580119438,0,0,0,0.23560812949974233,17184
271,13339,Marcus Herbert,West Coast,HBFL,10,0.44529199659067237,4.0,0.04452919965906724,0,0,0,0.28712270153689684,17236
272,12960,Nathan ODriscoll,Fremantle,INT,16,0.4384843084619235,1.0,0.027405269278870218,0,0,0,0.14270524113509211,17151
273,13307,Sullivan Robey,Essendon,HFFR,15,0.4350250274230495,2.0,0.029001668494869966,0,0,0,0.17497629453622335,17164
274,12371,Brayden Maynard,Collingwood,BPR,17,0.43389454457074283,5.0,0.025523208504161343,0,0,0,0.09527104145339318,17063
275,13285,Mitchell Edwards,Geelong,RK,18,0.43312431651764133,0.0,0.02406246202875785,0,0,0,0.07975248598456189,17222
276,12889,Zach Reid,Essendon,FB,23,0.4320319966129992,7.0,0.018783999852739094,0,0,0,0.2572625460412216,17171
277,12863,Braeden Campbell,Sydney,HFFR,6,0.43151371008378536,4.0,0.0719189516806309,0,0,0,0.3676643004086199,17264
278,12603,Adam Cerra,Carlton,WL,20,0.42773549437357095,2.0,0.021386774718678548,0,0,0,0.09617619837015443,17200
279,13190,Sam Lalor,Richmond,R,12,0.4196427695869142,1.0,0.03497023079890952,0,0,0,0.2982360190396273,17236
280,13283,Dyson Sharp,Essendon,HFFL,15,0.41686580168350923,1.0,0.02779105344556728,0,0,0,0.18588369143470843,17220
281,12458,Jack Silvagni,St Kilda,BPL,23,0.4166922973832955,3.0,0.01811705640796937,0,0,0,0.058810934231126905,17103
282,12377,Jayden Laverde,Greater Western Sydney,BPL,19,0.4161978322078144,1.0,0.02190514906356918,0,0,0,0.16440892776686664,17102
283,12652,Wil Powell,Gold Coast,CHB,20,0.41527046789294725,2.0,0.020763523394647362,0,0,0,0.06255930089486152,17060
