actual_brownlow_votes,n,mean,std,mae,rmse
0.0,35174,-0.057301319980821025,0.19209748140982347,0.05730131998082102,0.20045905947150192
1.0,818,0.2859778221007778,0.6496827496430003,0.6212245148027697,0.7094751513014951
2.0,818,0.934035276647042,0.7491451001619199,1.0226048215796553,1.1970606472009966
3.0,818,1.2439436604276075,0.8191344309247756,1.2439436604276075,1.4891463245125955
