feature,historical_missing_pct,2026_missing_pct,historical_mean,2026_mean,historical_std,2026_std,historical_min,historical_max,2026_min,2026_max,standardized_mean_diff,status,is_critical
spoils__match_pct,0.0,0.0,0.5111250051672109,0.5108695652173914,0.2726952249189166,0.2696254727364866,0.11363636363636363,1.0,0.14130434782608695,1.0,-0.0009367232224016133,READY,False
spoils__match_rank,0.0,0.0,22.982989541565043,23.5,12.271652923939131,12.402771745878386,1.0,41.5,1.0,40.5,0.04213046617594521,READY,False
spoils__match_share,0.0,0.0,0.022250010334421894,0.021739130434782608,0.031229071770328805,0.03198242176528009,0.0,0.3,0.0,0.26229508196721313,-0.016359112540920283,READY,False
disposals__team_share,0.0,0.0,0.04450002066884379,0.043478260869565216,0.019732688324573318,0.019110193847522966,0.0,0.14035087719298245,0.0,0.121875,-0.05178006070293844,READY,False
disposals__team_rank,0.0,0.0,11.741494770782522,12.0,6.468250307798764,6.612029725163106,1.0,23.0,1.0,23.0,0.03996524823812071,READY,False
clearances__team_share,0.0,0.0,0.04450002066884379,0.043478260869565216,0.06043811573658957,0.06051952552330049,0.0,0.46153846153846156,0.0,0.4,-0.016905884421211232,READY,False
clearances__team_rank,0.0,0.0,11.741494770782522,12.0,6.11467053642355,6.235324120182582,1.0,22.0,1.0,21.5,0.0422762318390873,READY,False
contested_possessions__team_share,0.0,0.0,0.04450002066884379,0.043478260869565216,0.026478050945873962,0.02635324045814163,0.0,0.208,0.0,0.19117647058823528,-0.038588935468371034,READY,False
contested_possessions__team_rank,0.0,0.0,11.741494770782522,12.0,6.427827205261575,6.564498254094654,1.0,23.0,1.0,23.0,0.04021658034084609,READY,False
score_involvements__team_share,0.0,0.0,0.04450002066884379,0.043478260869565216,0.026546108169364396,0.024647304554463425,0.0,0.3076923076923077,0.0,0.18333333333333332,-0.038490003610312094,READY,False
score_involvements__team_rank,0.0,0.0,11.741494770782522,12.0,6.385783332305943,6.5279046020798805,1.0,23.0,1.0,23.0,0.04048136552170344,READY,False
metres_gained__team_share,0.0,0.0,0.04450002066884379,0.04347826086956521,0.025866084699682306,0.024907051220684276,-0.019479144611475756,0.22060766182298547,-0.007061592781482934,0.17503302509907528,-0.039501911910584886,READY,False
metres_gained__team_rank,0.0,0.0,11.741494770782522,12.0,6.489480079049107,6.632782460772834,1.0,23.0,1.0,23.0,0.03983450539466894,READY,False
goals__team_share,0.0,0.0,0.04450002066884379,0.043478260869565216,0.07847155420108627,0.07535390712405411,0.0,1.0,0.0,0.6666666666666666,-0.013020766692861384,READY,False
goals__team_rank,0.0,0.0,11.741494770782522,12.0,5.323085981079038,5.490723192089161,1.0,20.0,1.0,20.0,0.048563038458581675,READY,False
intercepts__team_share,0.0,0.0,0.044500020668843794,0.043478260869565216,0.038092468770820335,0.03714618509432153,0.0,0.3142857142857143,0.0,0.25,-0.026823144633284265,READY,False
intercepts__team_rank,0.0,0.0,11.741494770782522,12.0,6.379497340630627,6.516761128950906,1.0,23.0,1.0,23.0,0.04052125354313958,READY,False
career_games_prior,0.0,0.0,58.33550700673804,95.64429741650913,47.91574235185661,68.93763458346245,0.0,238.0,0.0,261.0,0.7786332545117184,DISTRIBUTION_WARNING,False
career_votes_prior,0.0,0.0,10.060363358273738,15.1256038647343,21.33467031459187,31.93241303084138,0.0,215.0,0.0,217.0,0.23741826950080333,READY,False
career_vote_rate_prior,0.0,0.0,0.12114131056631493,0.09387885056547292,0.2086623614284335,0.17235658991304076,0.0,3.0,0.0,1.2386363636363635,-0.13065346243669546,READY,False
career_poll_rate_prior,0.0,0.0,0.060960406351999515,0.047133413695837144,0.09682222944103934,0.07946458134529868,0.0,1.0,0.0,0.5454545454545454,-0.14280803836047204,READY,False
expected_coaches_votes,0.2673721632011905,0.0,0.6613014758123125,0.6529606367364024,1.6390388171558143,1.7068207734345693,-1.1763565169403185,12.070309593810927,-0.6843697069623447,11.77195291180577,-0.005088860000511619,READY,True
coach_residual,0.2673721632011905,0.0,0.0009735340618623805,-0.0007867236929242,1.0518170297055636,0.9549059317170585,-8.28363288100238,9.868104871386713,-6.114301046696339,8.255696593203146,-0.0016735398886623197,READY,True
coach_positive_residual,0.2673721632011905,0.0,0.22570287185143958,0.1971630045655751,0.8086973680961168,0.7288890473433525,0.0,9.868104871386713,0.0,8.255696593203146,-0.035291158858417875,READY,True
coach_negative_residual,0.2673721632011905,0.0,-0.22472933778957718,-0.19794972825849932,0.592353007900766,0.550001063966031,-8.28363288100238,0.0,-6.114301046696339,0.0,0.04520886899178896,READY,True
coach_residual_abs,0.2673721632011905,0.0,0.45043220964101677,0.39511273282407444,0.9504882820375576,0.8693189799914119,7.923291948097599e-07,9.868104871386713,1.1874431931069296e-05,8.255696593203146,-0.05820111395624384,READY,True
venue_name,0.0,0.0,,,,,,,,,,READY,False
player_team,0.0,0.0,,,,,,,,,,READY,False
player_position,0.0,0.0,,,,,,,,,,READY,True
match_home_team,0.0,0.0,,,,,,,,,,READY,False
match_away_team,0.0,0.0,,,,,,,,,,READY,False
