team_won,n,mean,std,mae,rmse
0,20815,-0.006526028809690681,0.2564950465161307,0.06876845974550112,0.2565718948986925
1,16813,0.008079420072194872,0.45234193482933605,0.17523936541922316,0.4524006333907767
