actual_brownlow_votes,n,mean,std,mae,rmse
0.0,35174,-0.05807702316269814,0.19291470619069354,0.05807702316269814,0.20146455377423927
1.0,818,0.2943276514139162,0.6373058986677578,0.6124480367010552,0.7016345545957816
2.0,818,0.9487354869712483,0.7402639792584379,1.0331646937220167,1.203087639315118
3.0,818,1.2542488576108661,0.8285659069907023,1.2542488576108661,1.5029379197938473
