team_won,n,mean,std,mae,rmse
0,20815,-0.007737647039991774,0.2580939808238984,0.06981538078322028,0.25820374494362147
1,16813,0.009579439905872686,0.4544948057998307,0.17615421642382537,0.45458223470328685
