team_won,n,mean,std,mae,rmse
0,20815,-0.006687338392398591,0.25659455086394006,0.0690122830942344,0.2566755167280836
1,16813,0.008279126190317431,0.4515335430132667,0.17524369785412347,0.4515960118454008
