afltables_player,player_first_name,player_last_name,player,team_abbr,team,afl_round,match_round,actual_brownlow_votes,afltables_season_votes
"Gothard, Phoenix",Phoenix,Gothard,Phoenix Gothard,GW,Greater Western Sydney,6,5,0,3
"Gothard, Phoenix",Phoenix,Gothard,Phoenix Gothard,GW,Greater Western Sydney,7,6,0,3
"Gothard, Phoenix",Phoenix,Gothard,Phoenix Gothard,GW,Greater Western Sydney,8,7,0,3
"Gothard, Phoenix",Phoenix,Gothard,Phoenix Gothard,GW,Greater Western Sydney,9,8,0,3
"Gothard, Phoenix",Phoenix,Gothard,Phoenix Gothard,GW,Greater Western Sydney,10,9,0,3
"Gothard, Phoenix",Phoenix,Gothard,Phoenix Gothard,GW,Greater Western Sydney,11,10,0,3
"Gothard, Phoenix",Phoenix,Gothard,Phoenix Gothard,GW,Greater Western Sydney,12,11,3,3
"Gothard, Phoenix",Phoenix,Gothard,Phoenix Gothard,GW,Greater Western Sydney,13,12,0,3
"Gothard, Phoenix",Phoenix,Gothard,Phoenix Gothard,GW,Greater Western Sydney,15,14,0,3
"Gothard, Phoenix",Phoenix,Gothard,Phoenix Gothard,GW,Greater Western Sydney,16,15,0,3
"Gothard, Phoenix",Phoenix,Gothard,Phoenix Gothard,GW,Greater Western Sydney,17,16,0,3
"Gothard, Phoenix",Phoenix,Gothard,Phoenix Gothard,GW,Greater Western Sydney,19,18,0,3
"Hardwick, Blake",Blake,Hardwick,Blake Hardwick,HW,Hawthorn,1,0,0,3
"Hardwick, Blake",Blake,Hardwick,Blake Hardwick,HW,Hawthorn,2,1,0,3
"Hardwick, Blake",Blake,Hardwick,Blake Hardwick,HW,Hawthorn,3,2,0,3
"Hardwick, Blake",Blake,Hardwick,Blake Hardwick,HW,Hawthorn,5,4,0,3
"Hardwick, Blake",Blake,Hardwick,Blake Hardwick,HW,Hawthorn,6,5,0,3
"Hardwick, Blake",Blake,Hardwick,Blake Hardwick,HW,Hawthorn,7,6,0,3
"Hardwick, Blake",Blake,Hardwick,Blake Hardwick,HW,Hawthorn,8,7,0,3
"Hardwick, Blake",Blake,Hardwick,Blake Hardwick,HW,Hawthorn,9,8,0,3
"Hardwick, Blake",Blake,Hardwick,Blake Hardwick,HW,Hawthorn,10,9,0,3
"Hardwick, Blake",Blake,Hardwick,Blake Hardwick,HW,Hawthorn,11,10,0,3
"Hardwick, Blake",Blake,Hardwick,Blake Hardwick,HW,Hawthorn,12,11,3,3
"Hardwick, Blake",Blake,Hardwick,Blake Hardwick,HW,Hawthorn,13,12,0,3
"Hardwick, Blake",Blake,Hardwick,Blake Hardwick,HW,Hawthorn,14,13,0,3
"Hardwick, Blake",Blake,Hardwick,Blake Hardwick,HW,Hawthorn,16,15,0,3
"Hardwick, Blake",Blake,Hardwick,Blake Hardwick,HW,Hawthorn,17,16,0,3
"Hardwick, Blake",Blake,Hardwick,Blake Hardwick,HW,Hawthorn,18,17,0,3
"Hardwick, Blake",Blake,Hardwick,Blake Hardwick,HW,Hawthorn,19,18,0,3
"Hardwick, Blake",Blake,Hardwick,Blake Hardwick,HW,Hawthorn,20,19,0,3
"Hardwick, Blake",Blake,Hardwick,Blake Hardwick,HW,Hawthorn,21,20,0,3
"Hardwick, Blake",Blake,Hardwick,Blake Hardwick,HW,Hawthorn,22,21,0,3
"Hardwick, Blake",Blake,Hardwick,Blake Hardwick,HW,Hawthorn,23,22,0,3
"Hardwick, Blake",Blake,Hardwick,Blake Hardwick,HW,Hawthorn,24,23,0,3
"Hardwick, Blake",Blake,Hardwick,Blake Hardwick,HW,Hawthorn,25,24,0,3
"Langdon, Ed",Ed,Langdon,Ed Langdon,ME,Melbourne,2,1,0,3
"Langdon, Ed",Ed,Langdon,Ed Langdon,ME,Melbourne,3,2,0,3
"Langdon, Ed",Ed,Langdon,Ed Langdon,ME,Melbourne,4,3,0,3
"Langdon, Ed",Ed,Langdon,Ed Langdon,ME,Melbourne,5,4,0,3
"Langdon, Ed",Ed,Langdon,Ed Langdon,ME,Melbourne,6,5,0,3
"Langdon, Ed",Ed,Langdon,Ed Langdon,ME,Melbourne,7,6,0,3
"Langdon, Ed",Ed,Langdon,Ed Langdon,ME,Melbourne,8,7,0,3
"Langdon, Ed",Ed,Langdon,Ed Langdon,ME,Melbourne,9,8,0,3
"Langdon, Ed",Ed,Langdon,Ed Langdon,ME,Melbourne,10,9,3,3
"Langdon, Ed",Ed,Langdon,Ed Langdon,ME,Melbourne,11,10,0,3
"Langdon, Ed",Ed,Langdon,Ed Langdon,ME,Melbourne,12,11,0,3
"Langdon, Ed",Ed,Langdon,Ed Langdon,ME,Melbourne,13,12,0,3
"Langdon, Ed",Ed,Langdon,Ed Langdon,ME,Melbourne,14,13,0,3
"Langdon, Ed",Ed,Langdon,Ed Langdon,ME,Melbourne,15,14,0,3
"Langdon, Ed",Ed,Langdon,Ed Langdon,ME,Melbourne,16,15,0,3
"Langdon, Ed",Ed,Langdon,Ed Langdon,ME,Melbourne,18,17,0,3
"Langdon, Ed",Ed,Langdon,Ed Langdon,ME,Melbourne,19,18,0,3
"Langdon, Ed",Ed,Langdon,Ed Langdon,ME,Melbourne,20,19,0,3
"Langdon, Ed",Ed,Langdon,Ed Langdon,ME,Melbourne,21,20,0,3
"Langdon, Ed",Ed,Langdon,Ed Langdon,ME,Melbourne,22,21,0,3
"Langdon, Ed",Ed,Langdon,Ed Langdon,ME,Melbourne,23,22,0,3
"Langdon, Ed",Ed,Langdon,Ed Langdon,ME,Melbourne,24,23,0,3
"Langdon, Ed",Ed,Langdon,Ed Langdon,ME,Melbourne,25,24,0,3
"Rosas, Malcolm",Malcolm,Rosas,Malcolm Rosas,SY,Sydney,1,0,0,3
"Rosas, Malcolm",Malcolm,Rosas,Malcolm Rosas,SY,Sydney,2,1,0,3
"Rosas, Malcolm",Malcolm,Rosas,Malcolm Rosas,SY,Sydney,3,2,0,3
"Rosas, Malcolm",Malcolm,Rosas,Malcolm Rosas,SY,Sydney,6,5,0,3
"Rosas, Malcolm",Malcolm,Rosas,Malcolm Rosas,SY,Sydney,7,6,0,3
"Rosas, Malcolm",Malcolm,Rosas,Malcolm Rosas,SY,Sydney,8,7,0,3
"Rosas, Malcolm",Malcolm,Rosas,Malcolm Rosas,SY,Sydney,9,8,3,3
"Rosas, Malcolm",Malcolm,Rosas,Malcolm Rosas,SY,Sydney,10,9,0,3
"Rosas, Malcolm",Malcolm,Rosas,Malcolm Rosas,SY,Sydney,11,10,0,3
"Rosas, Malcolm",Malcolm,Rosas,Malcolm Rosas,SY,Sydney,12,11,0,3
"Rosas, Malcolm",Malcolm,Rosas,Malcolm Rosas,SY,Sydney,14,13,0,3
"Rosas, Malcolm",Malcolm,Rosas,Malcolm Rosas,SY,Sydney,15,14,0,3
"Rosas, Malcolm",Malcolm,Rosas,Malcolm Rosas,SY,Sydney,17,16,0,3
"Rosas, Malcolm",Malcolm,Rosas,Malcolm Rosas,SY,Sydney,20,19,0,3
"Rosas, Malcolm",Malcolm,Rosas,Malcolm Rosas,SY,Sydney,21,20,0,3
"Rosas, Malcolm",Malcolm,Rosas,Malcolm Rosas,SY,Sydney,22,21,0,3
"Wilmot, Darcy",Darcy,Wilmot,Darcy Wilmot,BL,Brisbane Lions,1,0,0,3
"Wilmot, Darcy",Darcy,Wilmot,Darcy Wilmot,BL,Brisbane Lions,2,1,0,3
"Wilmot, Darcy",Darcy,Wilmot,Darcy Wilmot,BL,Brisbane Lions,4,3,0,3
"Wilmot, Darcy",Darcy,Wilmot,Darcy Wilmot,BL,Brisbane Lions,5,4,0,3
"Wilmot, Darcy",Darcy,Wilmot,Darcy Wilmot,BL,Brisbane Lions,6,5,0,3
"Wilmot, Darcy",Darcy,Wilmot,Darcy Wilmot,BL,Brisbane Lions,7,6,0,3
"Wilmot, Darcy",Darcy,Wilmot,Darcy Wilmot,BL,Brisbane Lions,8,7,0,3
"Wilmot, Darcy",Darcy,Wilmot,Darcy Wilmot,BL,Brisbane Lions,9,8,3,3
"Wilmot, Darcy",Darcy,Wilmot,Darcy Wilmot,BL,Brisbane Lions,10,9,0,3
"Wilmot, Darcy",Darcy,Wilmot,Darcy Wilmot,BL,Brisbane Lions,11,10,0,3
"Wilmot, Darcy",Darcy,Wilmot,Darcy Wilmot,BL,Brisbane Lions,12,11,0,3
"Wilmot, Darcy",Darcy,Wilmot,Darcy Wilmot,BL,Brisbane Lions,13,12,0,3
"Wilmot, Darcy",Darcy,Wilmot,Darcy Wilmot,BL,Brisbane Lions,14,13,0,3
"Wilmot, Darcy",Darcy,Wilmot,Darcy Wilmot,BL,Brisbane Lions,15,14,0,3
"Wilmot, Darcy",Darcy,Wilmot,Darcy Wilmot,BL,Brisbane Lions,17,16,0,3
"Wilmot, Darcy",Darcy,Wilmot,Darcy Wilmot,BL,Brisbane Lions,18,17,0,3
"Wilmot, Darcy",Darcy,Wilmot,Darcy Wilmot,BL,Brisbane Lions,19,18,0,3
"Wilmot, Darcy",Darcy,Wilmot,Darcy Wilmot,BL,Brisbane Lions,20,19,0,3
"Wilmot, Darcy",Darcy,Wilmot,Darcy Wilmot,BL,Brisbane Lions,21,20,0,3
"Wilmot, Darcy",Darcy,Wilmot,Darcy Wilmot,BL,Brisbane Lions,22,21,0,3
"Wilmot, Darcy",Darcy,Wilmot,Darcy Wilmot,BL,Brisbane Lions,23,22,0,3
"Wilmot, Darcy",Darcy,Wilmot,Darcy Wilmot,BL,Brisbane Lions,24,23,0,3
"Wilmot, Darcy",Darcy,Wilmot,Darcy Wilmot,BL,Brisbane Lions,25,24,0,3
"Langford, Harvey",Harvey,Langford,Harvey Langford,ME,Melbourne,2,1,0,3
"Langford, Harvey",Harvey,Langford,Harvey Langford,ME,Melbourne,3,2,0,3
"Langford, Harvey",Harvey,Langford,Harvey Langford,ME,Melbourne,4,3,0,3
"Langford, Harvey",Harvey,Langford,Harvey Langford,ME,Melbourne,5,4,0,3
"Langford, Harvey",Harvey,Langford,Harvey Langford,ME,Melbourne,6,5,0,3
"Langford, Harvey",Harvey,Langford,Harvey Langford,ME,Melbourne,7,6,3,3
"Langford, Harvey",Harvey,Langford,Harvey Langford,ME,Melbourne,8,7,0,3
"Langford, Harvey",Harvey,Langford,Harvey Langford,ME,Melbourne,9,8,0,3
"Langford, Harvey",Harvey,Langford,Harvey Langford,ME,Melbourne,10,9,0,3
"Langford, Harvey",Harvey,Langford,Harvey Langford,ME,Melbourne,11,10,0,3
"Langford, Harvey",Harvey,Langford,Harvey Langford,ME,Melbourne,12,11,0,3
"Langford, Harvey",Harvey,Langford,Harvey Langford,ME,Melbourne,13,12,0,3
"Langford, Harvey",Harvey,Langford,Harvey Langford,ME,Melbourne,14,13,0,3
"Langford, Harvey",Harvey,Langford,Harvey Langford,ME,Melbourne,15,14,0,3
"Langford, Harvey",Harvey,Langford,Harvey Langford,ME,Melbourne,16,15,0,3
"Langford, Harvey",Harvey,Langford,Harvey Langford,ME,Melbourne,18,17,0,3
"Langford, Harvey",Harvey,Langford,Harvey Langford,ME,Melbourne,19,18,0,3
"Langford, Harvey",Harvey,Langford,Harvey Langford,ME,Melbourne,20,19,0,3
"Langford, Harvey",Harvey,Langford,Harvey Langford,ME,Melbourne,21,20,0,3
"Langford, Harvey",Harvey,Langford,Harvey Langford,ME,Melbourne,22,21,0,3
"Langford, Harvey",Harvey,Langford,Harvey Langford,ME,Melbourne,23,22,0,3
"Langford, Harvey",Harvey,Langford,Harvey Langford,ME,Melbourne,24,23,0,3
"Langford, Harvey",Harvey,Langford,Harvey Langford,ME,Melbourne,25,24,0,3
"Clark, Jordan",Jordan,Clark,Jordan Clark,FR,Fremantle,2,1,0,3
"Clark, Jordan",Jordan,Clark,Jordan Clark,FR,Fremantle,3,2,0,3
"Clark, Jordan",Jordan,Clark,Jordan Clark,FR,Fremantle,4,3,0,3
"Clark, Jordan",Jordan,Clark,Jordan Clark,FR,Fremantle,5,4,0,3
"Clark, Jordan",Jordan,Clark,Jordan Clark,FR,Fremantle,6,5,0,3
"Clark, Jordan",Jordan,Clark,Jordan Clark,FR,Fremantle,7,6,3,3
"Clark, Jordan",Jordan,Clark,Jordan Clark,FR,Fremantle,8,7,0,3
"Clark, Jordan",Jordan,Clark,Jordan Clark,FR,Fremantle,9,8,0,3
"Clark, Jordan",Jordan,Clark,Jordan Clark,FR,Fremantle,10,9,0,3
"Clark, Jordan",Jordan,Clark,Jordan Clark,FR,Fremantle,11,10,0,3
"Clark, Jordan",Jordan,Clark,Jordan Clark,FR,Fremantle,12,11,0,3
"Clark, Jordan",Jordan,Clark,Jordan Clark,FR,Fremantle,13,12,0,3
"Clark, Jordan",Jordan,Clark,Jordan Clark,FR,Fremantle,14,13,0,3
"Clark, Jordan",Jordan,Clark,Jordan Clark,FR,Fremantle,16,15,0,3
"Clark, Jordan",Jordan,Clark,Jordan Clark,FR,Fremantle,17,16,0,3
"Clark, Jordan",Jordan,Clark,Jordan Clark,FR,Fremantle,18,17,0,3
"Clark, Jordan",Jordan,Clark,Jordan Clark,FR,Fremantle,19,18,0,3
"Clark, Jordan",Jordan,Clark,Jordan Clark,FR,Fremantle,20,19,0,3
"Clark, Jordan",Jordan,Clark,Jordan Clark,FR,Fremantle,21,20,0,3
"Clark, Jordan",Jordan,Clark,Jordan Clark,FR,Fremantle,22,21,0,3
"Clark, Jordan",Jordan,Clark,Jordan Clark,FR,Fremantle,23,22,0,3
"Clark, Jordan",Jordan,Clark,Jordan Clark,FR,Fremantle,24,23,0,3
"Clark, Jordan",Jordan,Clark,Jordan Clark,FR,Fremantle,25,24,0,3
"Flanders, Sam",Sam,Flanders,Sam Flanders,SK,St Kilda,1,0,0,3
"Flanders, Sam",Sam,Flanders,Sam Flanders,SK,St Kilda,2,1,0,3
"Flanders, Sam",Sam,Flanders,Sam Flanders,SK,St Kilda,3,2,0,3
"Flanders, Sam",Sam,Flanders,Sam Flanders,SK,St Kilda,4,3,0,3
"Flanders, Sam",Sam,Flanders,Sam Flanders,SK,St Kilda,6,5,0,3
"Flanders, Sam",Sam,Flanders,Sam Flanders,SK,St Kilda,7,6,3,3
"Flanders, Sam",Sam,Flanders,Sam Flanders,SK,St Kilda,8,7,0,3
"Flanders, Sam",Sam,Flanders,Sam Flanders,SK,St Kilda,9,8,0,3
"Flanders, Sam",Sam,Flanders,Sam Flanders,SK,St Kilda,10,9,0,3
"Flanders, Sam",Sam,Flanders,Sam Flanders,SK,St Kilda,11,10,0,3
"Flanders, Sam",Sam,Flanders,Sam Flanders,SK,St Kilda,12,11,0,3
"Flanders, Sam",Sam,Flanders,Sam Flanders,SK,St Kilda,13,12,0,3
"Berry, Jarrod",Jarrod,Berry,Jarrod Berry,BL,Brisbane Lions,1,0,0,3
"Berry, Jarrod",Jarrod,Berry,Jarrod Berry,BL,Brisbane Lions,2,1,0,3
"Berry, Jarrod",Jarrod,Berry,Jarrod Berry,BL,Brisbane Lions,4,3,3,3
"Berry, Jarrod",Jarrod,Berry,Jarrod Berry,BL,Brisbane Lions,5,4,0,3
"Berry, Jarrod",Jarrod,Berry,Jarrod Berry,BL,Brisbane Lions,6,5,0,3
"Berry, Jarrod",Jarrod,Berry,Jarrod Berry,BL,Brisbane Lions,7,6,0,3
"Berry, Jarrod",Jarrod,Berry,Jarrod Berry,BL,Brisbane Lions,13,12,0,3
"Berry, Jarrod",Jarrod,Berry,Jarrod Berry,BL,Brisbane Lions,14,13,0,3
"Berry, Jarrod",Jarrod,Berry,Jarrod Berry,BL,Brisbane Lions,15,14,0,3
"Berry, Jarrod",Jarrod,Berry,Jarrod Berry,BL,Brisbane Lions,17,16,0,3
"Berry, Jarrod",Jarrod,Berry,Jarrod Berry,BL,Brisbane Lions,18,17,0,3
"Berry, Jarrod",Jarrod,Berry,Jarrod Berry,BL,Brisbane Lions,19,18,0,3
"Berry, Jarrod",Jarrod,Berry,Jarrod Berry,BL,Brisbane Lions,20,19,0,3
"Berry, Jarrod",Jarrod,Berry,Jarrod Berry,BL,Brisbane Lions,21,20,0,3
"Berry, Jarrod",Jarrod,Berry,Jarrod Berry,BL,Brisbane Lions,22,21,0,3
"Berry, Jarrod",Jarrod,Berry,Jarrod Berry,BL,Brisbane Lions,23,22,0,3
"Berry, Jarrod",Jarrod,Berry,Jarrod Berry,BL,Brisbane Lions,24,23,0,3
"Berry, Jarrod",Jarrod,Berry,Jarrod Berry,BL,Brisbane Lions,25,24,0,3
"Freijah, Joel",Joel,Freijah,Joel Freijah,WB,Western Bulldogs,1,0,0,3
"Freijah, Joel",Joel,Freijah,Joel Freijah,WB,Western Bulldogs,2,1,0,3
"Freijah, Joel",Joel,Freijah,Joel Freijah,WB,Western Bulldogs,3,2,3,3
"Freijah, Joel",Joel,Freijah,Joel Freijah,WB,Western Bulldogs,5,4,0,3
"Freijah, Joel",Joel,Freijah,Joel Freijah,WB,Western Bulldogs,6,5,0,3
"Freijah, Joel",Joel,Freijah,Joel Freijah,WB,Western Bulldogs,7,6,0,3
"Freijah, Joel",Joel,Freijah,Joel Freijah,WB,Western Bulldogs,8,7,0,3
"Freijah, Joel",Joel,Freijah,Joel Freijah,WB,Western Bulldogs,9,8,0,3
"Freijah, Joel",Joel,Freijah,Joel Freijah,WB,Western Bulldogs,10,9,0,3
"Freijah, Joel",Joel,Freijah,Joel Freijah,WB,Western Bulldogs,11,10,0,3
"Freijah, Joel",Joel,Freijah,Joel Freijah,WB,Western Bulldogs,12,11,0,3
"Freijah, Joel",Joel,Freijah,Joel Freijah,WB,Western Bulldogs,13,12,0,3
"Freijah, Joel",Joel,Freijah,Joel Freijah,WB,Western Bulldogs,14,13,0,3
"Freijah, Joel",Joel,Freijah,Joel Freijah,WB,Western Bulldogs,15,14,0,3
"Freijah, Joel",Joel,Freijah,Joel Freijah,WB,Western Bulldogs,16,15,0,3
"Freijah, Joel",Joel,Freijah,Joel Freijah,WB,Western Bulldogs,18,17,0,3
"Freijah, Joel",Joel,Freijah,Joel Freijah,WB,Western Bulldogs,19,18,0,3
"Freijah, Joel",Joel,Freijah,Joel Freijah,WB,Western Bulldogs,20,19,0,3
"Freijah, Joel",Joel,Freijah,Joel Freijah,WB,Western Bulldogs,21,20,0,3
"Freijah, Joel",Joel,Freijah,Joel Freijah,WB,Western Bulldogs,22,21,0,3
"Freijah, Joel",Joel,Freijah,Joel Freijah,WB,Western Bulldogs,23,22,0,3
"Freijah, Joel",Joel,Freijah,Joel Freijah,WB,Western Bulldogs,24,23,0,3
"Freijah, Joel",Joel,Freijah,Joel Freijah,WB,Western Bulldogs,25,24,0,3
"McCartin, Tom",Tom,McCartin,Tom McCartin,SY,Sydney,1,0,0,3
"McCartin, Tom",Tom,McCartin,Tom McCartin,SY,Sydney,2,1,3,3
"McCartin, Tom",Tom,McCartin,Tom McCartin,SY,Sydney,3,2,0,3
"McCartin, Tom",Tom,McCartin,Tom McCartin,SY,Sydney,5,4,0,3
"McCartin, Tom",Tom,McCartin,Tom McCartin,SY,Sydney,6,5,0,3
"McCartin, Tom",Tom,McCartin,Tom McCartin,SY,Sydney,7,6,0,3
"McCartin, Tom",Tom,McCartin,Tom McCartin,SY,Sydney,8,7,0,3
"McCartin, Tom",Tom,McCartin,Tom McCartin,SY,Sydney,11,10,0,3
"McCartin, Tom",Tom,McCartin,Tom McCartin,SY,Sydney,12,11,0,3
"McCartin, Tom",Tom,McCartin,Tom McCartin,SY,Sydney,13,12,0,3
"McCartin, Tom",Tom,McCartin,Tom McCartin,SY,Sydney,14,13,0,3
"McCartin, Tom",Tom,McCartin,Tom McCartin,SY,Sydney,17,16,0,3
"McCartin, Tom",Tom,McCartin,Tom McCartin,SY,Sydney,18,17,0,3
"McCartin, Tom",Tom,McCartin,Tom McCartin,SY,Sydney,19,18,0,3
"McCartin, Tom",Tom,McCartin,Tom McCartin,SY,Sydney,20,19,0,3
"McCartin, Tom",Tom,McCartin,Tom McCartin,SY,Sydney,21,20,0,3
"McCartin, Tom",Tom,McCartin,Tom McCartin,SY,Sydney,22,21,0,3
"McCartin, Tom",Tom,McCartin,Tom McCartin,SY,Sydney,23,22,0,3
"McCartin, Tom",Tom,McCartin,Tom McCartin,SY,Sydney,24,23,0,3
"McCartin, Tom",Tom,McCartin,Tom McCartin,SY,Sydney,25,24,0,3
"McInerney, Justin",Justin,McInerney,Justin McInerney,SY,Sydney,1,0,3,3
"McInerney, Justin",Justin,McInerney,Justin McInerney,SY,Sydney,2,1,0,3
"McInerney, Justin",Justin,McInerney,Justin McInerney,SY,Sydney,3,2,0,3
"McInerney, Justin",Justin,McInerney,Justin McInerney,SY,Sydney,5,4,0,3
"McInerney, Justin",Justin,McInerney,Justin McInerney,SY,Sydney,6,5,0,3
"McInerney, Justin",Justin,McInerney,Justin McInerney,SY,Sydney,7,6,0,3
"McInerney, Justin",Justin,McInerney,Justin McInerney,SY,Sydney,8,7,0,3
"McInerney, Justin",Justin,McInerney,Justin McInerney,SY,Sydney,9,8,0,3
"McInerney, Justin",Justin,McInerney,Justin McInerney,SY,Sydney,10,9,0,3
"McInerney, Justin",Justin,McInerney,Justin McInerney,SY,Sydney,11,10,0,3
"McInerney, Justin",Justin,McInerney,Justin McInerney,SY,Sydney,12,11,0,3
"McInerney, Justin",Justin,McInerney,Justin McInerney,SY,Sydney,13,12,0,3
"McInerney, Justin",Justin,McInerney,Justin McInerney,SY,Sydney,14,13,0,3
"McStay, Daniel",Daniel,McStay,Daniel McStay,CW,Collingwood,1,0,0,3
"McStay, Daniel",Daniel,McStay,Daniel McStay,CW,Collingwood,2,1,0,3
"McStay, Daniel",Daniel,McStay,Daniel McStay,CW,Collingwood,4,3,0,3
"McStay, Daniel",Daniel,McStay,Daniel McStay,CW,Collingwood,5,4,0,3
"McStay, Daniel",Daniel,McStay,Daniel McStay,CW,Collingwood,6,5,0,3
"McStay, Daniel",Daniel,McStay,Daniel McStay,CW,Collingwood,7,6,0,3
"McStay, Daniel",Daniel,McStay,Daniel McStay,CW,Collingwood,8,7,0,3
"McStay, Daniel",Daniel,McStay,Daniel McStay,CW,Collingwood,9,8,0,3
"McStay, Daniel",Daniel,McStay,Daniel McStay,CW,Collingwood,10,9,0,3
"McStay, Daniel",Daniel,McStay,Daniel McStay,CW,Collingwood,11,10,0,3
"McStay, Daniel",Daniel,McStay,Daniel McStay,CW,Collingwood,12,11,0,3
"McStay, Daniel",Daniel,McStay,Daniel McStay,CW,Collingwood,13,12,0,3
"McStay, Daniel",Daniel,McStay,Daniel McStay,CW,Collingwood,14,13,0,3
"McStay, Daniel",Daniel,McStay,Daniel McStay,CW,Collingwood,16,15,0,3
"McStay, Daniel",Daniel,McStay,Daniel McStay,CW,Collingwood,17,16,0,3
"McStay, Daniel",Daniel,McStay,Daniel McStay,CW,Collingwood,18,17,0,3
"McStay, Daniel",Daniel,McStay,Daniel McStay,CW,Collingwood,19,18,0,3
"McStay, Daniel",Daniel,McStay,Daniel McStay,CW,Collingwood,20,19,0,3
"McStay, Daniel",Daniel,McStay,Daniel McStay,CW,Collingwood,21,20,0,3
"McStay, Daniel",Daniel,McStay,Daniel McStay,CW,Collingwood,22,21,2,3
"McStay, Daniel",Daniel,McStay,Daniel McStay,CW,Collingwood,23,22,1,3
"McStay, Daniel",Daniel,McStay,Daniel McStay,CW,Collingwood,24,23,0,3
"McStay, Daniel",Daniel,McStay,Daniel McStay,CW,Collingwood,25,24,0,3
"Dangerfield, Patrick",Patrick,Dangerfield,Patrick Dangerfield,GE,Geelong,2,1,0,3
"Dangerfield, Patrick",Patrick,Dangerfield,Patrick Dangerfield,GE,Geelong,7,6,0,3
"Dangerfield, Patrick",Patrick,Dangerfield,Patrick Dangerfield,GE,Geelong,8,7,0,3
"Dangerfield, Patrick",Patrick,Dangerfield,Patrick Dangerfield,GE,Geelong,9,8,0,3
"Dangerfield, Patrick",Patrick,Dangerfield,Patrick Dangerfield,GE,Geelong,10,9,0,3
"Dangerfield, Patrick",Patrick,Dangerfield,Patrick Dangerfield,GE,Geelong,11,10,0,3
"Dangerfield, Patrick",Patrick,Dangerfield,Patrick Dangerfield,GE,Geelong,12,11,0,3
"Dangerfield, Patrick",Patrick,Dangerfield,Patrick Dangerfield,GE,Geelong,13,12,0,3
"Dangerfield, Patrick",Patrick,Dangerfield,Patrick Dangerfield,GE,Geelong,14,13,1,3
"Dangerfield, Patrick",Patrick,Dangerfield,Patrick Dangerfield,GE,Geelong,15,14,0,3
"Dangerfield, Patrick",Patrick,Dangerfield,Patrick Dangerfield,GE,Geelong,16,15,0,3
"Dangerfield, Patrick",Patrick,Dangerfield,Patrick Dangerfield,GE,Geelong,18,17,2,3
"Dangerfield, Patrick",Patrick,Dangerfield,Patrick Dangerfield,GE,Geelong,19,18,0,3
"Dangerfield, Patrick",Patrick,Dangerfield,Patrick Dangerfield,GE,Geelong,20,19,0,3
"Dangerfield, Patrick",Patrick,Dangerfield,Patrick Dangerfield,GE,Geelong,21,20,0,3
"Dangerfield, Patrick",Patrick,Dangerfield,Patrick Dangerfield,GE,Geelong,24,23,0,3
"Dangerfield, Patrick",Patrick,Dangerfield,Patrick Dangerfield,GE,Geelong,25,24,0,3
"Stewart, Tom",Tom,Stewart,Tom Stewart,GE,Geelong,1,0,0,3
"Stewart, Tom",Tom,Stewart,Tom Stewart,GE,Geelong,2,1,0,3
"Stewart, Tom",Tom,Stewart,Tom Stewart,GE,Geelong,4,3,0,3
"Stewart, Tom",Tom,Stewart,Tom Stewart,GE,Geelong,5,4,0,3
"Stewart, Tom",Tom,Stewart,Tom Stewart,GE,Geelong,6,5,0,3
"Stewart, Tom",Tom,Stewart,Tom Stewart,GE,Geelong,7,6,0,3
"Stewart, Tom",Tom,Stewart,Tom Stewart,GE,Geelong,8,7,0,3
"Stewart, Tom",Tom,Stewart,Tom Stewart,GE,Geelong,9,8,0,3
"Stewart, Tom",Tom,Stewart,Tom Stewart,GE,Geelong,10,9,0,3
"Stewart, Tom",Tom,Stewart,Tom Stewart,GE,Geelong,11,10,1,3
"Stewart, Tom",Tom,Stewart,Tom Stewart,GE,Geelong,12,11,0,3
"Stewart, Tom",Tom,Stewart,Tom Stewart,GE,Geelong,13,12,0,3
"Stewart, Tom",Tom,Stewart,Tom Stewart,GE,Geelong,14,13,0,3
"Stewart, Tom",Tom,Stewart,Tom Stewart,GE,Geelong,18,17,0,3
"Stewart, Tom",Tom,Stewart,Tom Stewart,GE,Geelong,19,18,0,3
"Stewart, Tom",Tom,Stewart,Tom Stewart,GE,Geelong,20,19,0,3
"Stewart, Tom",Tom,Stewart,Tom Stewart,GE,Geelong,21,20,2,3
"Stewart, Tom",Tom,Stewart,Tom Stewart,GE,Geelong,22,21,0,3
"Stewart, Tom",Tom,Stewart,Tom Stewart,GE,Geelong,23,22,0,3
"Stewart, Tom",Tom,Stewart,Tom Stewart,GE,Geelong,24,23,0,3
"Stewart, Tom",Tom,Stewart,Tom Stewart,GE,Geelong,25,24,0,3
"Owens, Mitch",Mitch,Owens,Mitch Owens,SK,St Kilda,1,0,0,3
"Owens, Mitch",Mitch,Owens,Mitch Owens,SK,St Kilda,2,1,0,3
"Owens, Mitch",Mitch,Owens,Mitch Owens,SK,St Kilda,3,2,0,3
"Owens, Mitch",Mitch,Owens,Mitch Owens,SK,St Kilda,4,3,0,3
"Owens, Mitch",Mitch,Owens,Mitch Owens,SK,St Kilda,6,5,0,3
"Owens, Mitch",Mitch,Owens,Mitch Owens,SK,St Kilda,7,6,0,3
"Owens, Mitch",Mitch,Owens,Mitch Owens,SK,St Kilda,8,7,0,3
"Owens, Mitch",Mitch,Owens,Mitch Owens,SK,St Kilda,9,8,1,3
"Owens, Mitch",Mitch,Owens,Mitch Owens,SK,St Kilda,10,9,0,3
