afltables_player,player_first_name,player_last_name,player,team_abbr,team,afl_round,match_round,actual_brownlow_votes,afltables_season_votes
"Daicos, Nick",Nick,Daicos,Nick Daicos,CW,Collingwood,1,0,3,47
"Daicos, Nick",Nick,Daicos,Nick Daicos,CW,Collingwood,2,1,3,47
"Daicos, Nick",Nick,Daicos,Nick Daicos,CW,Collingwood,4,3,3,47
"Daicos, Nick",Nick,Daicos,Nick Daicos,CW,Collingwood,6,5,1,47
"Daicos, Nick",Nick,Daicos,Nick Daicos,CW,Collingwood,7,6,3,47
"Daicos, Nick",Nick,Daicos,Nick Daicos,CW,Collingwood,8,7,2,47
"Daicos, Nick",Nick,Daicos,Nick Daicos,CW,Collingwood,9,8,1,47
"Daicos, Nick",Nick,Daicos,Nick Daicos,CW,Collingwood,10,9,0,47
"Daicos, Nick",Nick,Daicos,Nick Daicos,CW,Collingwood,11,10,0,47
"Daicos, Nick",Nick,Daicos,Nick Daicos,CW,Collingwood,12,11,3,47
"Daicos, Nick",Nick,Daicos,Nick Daicos,CW,Collingwood,13,12,2,47
"Daicos, Nick",Nick,Daicos,Nick Daicos,CW,Collingwood,14,13,2,47
"Daicos, Nick",Nick,Daicos,Nick Daicos,CW,Collingwood,16,15,3,47
"Daicos, Nick",Nick,Daicos,Nick Daicos,CW,Collingwood,17,16,3,47
"Daicos, Nick",Nick,Daicos,Nick Daicos,CW,Collingwood,18,17,3,47
"Daicos, Nick",Nick,Daicos,Nick Daicos,CW,Collingwood,19,18,3,47
"Daicos, Nick",Nick,Daicos,Nick Daicos,CW,Collingwood,20,19,3,47
"Daicos, Nick",Nick,Daicos,Nick Daicos,CW,Collingwood,21,20,3,47
"Daicos, Nick",Nick,Daicos,Nick Daicos,CW,Collingwood,22,21,0,47
"Daicos, Nick",Nick,Daicos,Nick Daicos,CW,Collingwood,23,22,3,47
"Daicos, Nick",Nick,Daicos,Nick Daicos,CW,Collingwood,24,23,3,47
"Daicos, Nick",Nick,Daicos,Nick Daicos,CW,Collingwood,25,24,0,47
"Smith, Bailey",Bailey,Smith,Bailey Smith,GE,Geelong,1,0,0,36
"Smith, Bailey",Bailey,Smith,Bailey Smith,GE,Geelong,2,1,0,36
"Smith, Bailey",Bailey,Smith,Bailey Smith,GE,Geelong,4,3,3,36
"Smith, Bailey",Bailey,Smith,Bailey Smith,GE,Geelong,5,4,3,36
"Smith, Bailey",Bailey,Smith,Bailey Smith,GE,Geelong,6,5,3,36
"Smith, Bailey",Bailey,Smith,Bailey Smith,GE,Geelong,7,6,2,36
"Smith, Bailey",Bailey,Smith,Bailey Smith,GE,Geelong,8,7,0,36
"Smith, Bailey",Bailey,Smith,Bailey Smith,GE,Geelong,9,8,0,36
"Smith, Bailey",Bailey,Smith,Bailey Smith,GE,Geelong,10,9,3,36
"Smith, Bailey",Bailey,Smith,Bailey Smith,GE,Geelong,11,10,2,36
"Smith, Bailey",Bailey,Smith,Bailey Smith,GE,Geelong,12,11,0,36
"Smith, Bailey",Bailey,Smith,Bailey Smith,GE,Geelong,13,12,2,36
"Smith, Bailey",Bailey,Smith,Bailey Smith,GE,Geelong,14,13,2,36
"Smith, Bailey",Bailey,Smith,Bailey Smith,GE,Geelong,15,14,3,36
"Smith, Bailey",Bailey,Smith,Bailey Smith,GE,Geelong,18,17,0,36
"Smith, Bailey",Bailey,Smith,Bailey Smith,GE,Geelong,19,18,0,36
"Smith, Bailey",Bailey,Smith,Bailey Smith,GE,Geelong,20,19,3,36
"Smith, Bailey",Bailey,Smith,Bailey Smith,GE,Geelong,21,20,0,36
"Smith, Bailey",Bailey,Smith,Bailey Smith,GE,Geelong,22,21,1,36
"Smith, Bailey",Bailey,Smith,Bailey Smith,GE,Geelong,23,22,3,36
"Smith, Bailey",Bailey,Smith,Bailey Smith,GE,Geelong,24,23,3,36
"Smith, Bailey",Bailey,Smith,Bailey Smith,GE,Geelong,25,24,3,36
"Bontempelli, Marcus",Marcus,Bontempelli,Marcus Bontempelli,WB,Western Bulldogs,1,0,1,34
"Bontempelli, Marcus",Marcus,Bontempelli,Marcus Bontempelli,WB,Western Bulldogs,2,1,3,34
"Bontempelli, Marcus",Marcus,Bontempelli,Marcus Bontempelli,WB,Western Bulldogs,3,2,2,34
"Bontempelli, Marcus",Marcus,Bontempelli,Marcus Bontempelli,WB,Western Bulldogs,5,4,3,34
"Bontempelli, Marcus",Marcus,Bontempelli,Marcus Bontempelli,WB,Western Bulldogs,6,5,0,34
"Bontempelli, Marcus",Marcus,Bontempelli,Marcus Bontempelli,WB,Western Bulldogs,7,6,0,34
"Bontempelli, Marcus",Marcus,Bontempelli,Marcus Bontempelli,WB,Western Bulldogs,8,7,1,34
"Bontempelli, Marcus",Marcus,Bontempelli,Marcus Bontempelli,WB,Western Bulldogs,9,8,3,34
"Bontempelli, Marcus",Marcus,Bontempelli,Marcus Bontempelli,WB,Western Bulldogs,10,9,3,34
"Bontempelli, Marcus",Marcus,Bontempelli,Marcus Bontempelli,WB,Western Bulldogs,11,10,0,34
"Bontempelli, Marcus",Marcus,Bontempelli,Marcus Bontempelli,WB,Western Bulldogs,12,11,2,34
"Bontempelli, Marcus",Marcus,Bontempelli,Marcus Bontempelli,WB,Western Bulldogs,13,12,0,34
"Bontempelli, Marcus",Marcus,Bontempelli,Marcus Bontempelli,WB,Western Bulldogs,14,13,2,34
"Bontempelli, Marcus",Marcus,Bontempelli,Marcus Bontempelli,WB,Western Bulldogs,15,14,0,34
"Bontempelli, Marcus",Marcus,Bontempelli,Marcus Bontempelli,WB,Western Bulldogs,16,15,3,34
"Bontempelli, Marcus",Marcus,Bontempelli,Marcus Bontempelli,WB,Western Bulldogs,18,17,0,34
"Bontempelli, Marcus",Marcus,Bontempelli,Marcus Bontempelli,WB,Western Bulldogs,19,18,3,34
"Bontempelli, Marcus",Marcus,Bontempelli,Marcus Bontempelli,WB,Western Bulldogs,20,19,3,34
"Bontempelli, Marcus",Marcus,Bontempelli,Marcus Bontempelli,WB,Western Bulldogs,21,20,2,34
"Bontempelli, Marcus",Marcus,Bontempelli,Marcus Bontempelli,WB,Western Bulldogs,22,21,0,34
"Bontempelli, Marcus",Marcus,Bontempelli,Marcus Bontempelli,WB,Western Bulldogs,23,22,0,34
"Bontempelli, Marcus",Marcus,Bontempelli,Marcus Bontempelli,WB,Western Bulldogs,25,24,3,34
"Gawn, Max",Max,Gawn,Max Gawn,ME,Melbourne,2,1,1,28
"Gawn, Max",Max,Gawn,Max Gawn,ME,Melbourne,3,2,0,28
"Gawn, Max",Max,Gawn,Max Gawn,ME,Melbourne,4,3,2,28
"Gawn, Max",Max,Gawn,Max Gawn,ME,Melbourne,5,4,3,28
"Gawn, Max",Max,Gawn,Max Gawn,ME,Melbourne,6,5,0,28
"Gawn, Max",Max,Gawn,Max Gawn,ME,Melbourne,7,6,0,28
"Gawn, Max",Max,Gawn,Max Gawn,ME,Melbourne,8,7,2,28
"Gawn, Max",Max,Gawn,Max Gawn,ME,Melbourne,9,8,0,28
"Gawn, Max",Max,Gawn,Max Gawn,ME,Melbourne,10,9,1,28
"Gawn, Max",Max,Gawn,Max Gawn,ME,Melbourne,11,10,3,28
"Gawn, Max",Max,Gawn,Max Gawn,ME,Melbourne,12,11,0,28
"Gawn, Max",Max,Gawn,Max Gawn,ME,Melbourne,13,12,0,28
"Gawn, Max",Max,Gawn,Max Gawn,ME,Melbourne,14,13,1,28
"Gawn, Max",Max,Gawn,Max Gawn,ME,Melbourne,15,14,2,28
"Gawn, Max",Max,Gawn,Max Gawn,ME,Melbourne,16,15,3,28
"Gawn, Max",Max,Gawn,Max Gawn,ME,Melbourne,18,17,2,28
"Gawn, Max",Max,Gawn,Max Gawn,ME,Melbourne,19,18,0,28
"Gawn, Max",Max,Gawn,Max Gawn,ME,Melbourne,20,19,0,28
"Gawn, Max",Max,Gawn,Max Gawn,ME,Melbourne,21,20,0,28
"Gawn, Max",Max,Gawn,Max Gawn,ME,Melbourne,22,21,3,28
"Gawn, Max",Max,Gawn,Max Gawn,ME,Melbourne,23,22,0,28
"Gawn, Max",Max,Gawn,Max Gawn,ME,Melbourne,24,23,3,28
"Gawn, Max",Max,Gawn,Max Gawn,ME,Melbourne,25,24,2,28
"Ashcroft, Will",Will,Ashcroft,Will Ashcroft,BL,Brisbane Lions,1,0,0,27
"Ashcroft, Will",Will,Ashcroft,Will Ashcroft,BL,Brisbane Lions,2,1,0,27
"Ashcroft, Will",Will,Ashcroft,Will Ashcroft,BL,Brisbane Lions,4,3,2,27
"Ashcroft, Will",Will,Ashcroft,Will Ashcroft,BL,Brisbane Lions,5,4,3,27
"Ashcroft, Will",Will,Ashcroft,Will Ashcroft,BL,Brisbane Lions,6,5,0,27
"Ashcroft, Will",Will,Ashcroft,Will Ashcroft,BL,Brisbane Lions,7,6,0,27
"Ashcroft, Will",Will,Ashcroft,Will Ashcroft,BL,Brisbane Lions,8,7,2,27
"Ashcroft, Will",Will,Ashcroft,Will Ashcroft,BL,Brisbane Lions,9,8,0,27
"Ashcroft, Will",Will,Ashcroft,Will Ashcroft,BL,Brisbane Lions,10,9,0,27
"Ashcroft, Will",Will,Ashcroft,Will Ashcroft,BL,Brisbane Lions,11,10,0,27
"Ashcroft, Will",Will,Ashcroft,Will Ashcroft,BL,Brisbane Lions,12,11,0,27
"Ashcroft, Will",Will,Ashcroft,Will Ashcroft,BL,Brisbane Lions,13,12,0,27
"Ashcroft, Will",Will,Ashcroft,Will Ashcroft,BL,Brisbane Lions,14,13,0,27
"Ashcroft, Will",Will,Ashcroft,Will Ashcroft,BL,Brisbane Lions,15,14,3,27
"Ashcroft, Will",Will,Ashcroft,Will Ashcroft,BL,Brisbane Lions,17,16,2,27
"Ashcroft, Will",Will,Ashcroft,Will Ashcroft,BL,Brisbane Lions,18,17,3,27
"Ashcroft, Will",Will,Ashcroft,Will Ashcroft,BL,Brisbane Lions,19,18,3,27
"Ashcroft, Will",Will,Ashcroft,Will Ashcroft,BL,Brisbane Lions,20,19,2,27
"Ashcroft, Will",Will,Ashcroft,Will Ashcroft,BL,Brisbane Lions,21,20,2,27
"Ashcroft, Will",Will,Ashcroft,Will Ashcroft,BL,Brisbane Lions,22,21,0,27
"Ashcroft, Will",Will,Ashcroft,Will Ashcroft,BL,Brisbane Lions,23,22,2,27
"Ashcroft, Will",Will,Ashcroft,Will Ashcroft,BL,Brisbane Lions,24,23,3,27
"Ashcroft, Will",Will,Ashcroft,Will Ashcroft,BL,Brisbane Lions,25,24,0,27
"Cripps, Patrick",Patrick,Cripps,Patrick Cripps,CA,Carlton,1,0,0,27
"Cripps, Patrick",Patrick,Cripps,Patrick Cripps,CA,Carlton,2,1,2,27
"Cripps, Patrick",Patrick,Cripps,Patrick Cripps,CA,Carlton,4,3,0,27
"Cripps, Patrick",Patrick,Cripps,Patrick Cripps,CA,Carlton,5,4,0,27
"Cripps, Patrick",Patrick,Cripps,Patrick Cripps,CA,Carlton,6,5,0,27
"Cripps, Patrick",Patrick,Cripps,Patrick Cripps,CA,Carlton,7,6,0,27
"Cripps, Patrick",Patrick,Cripps,Patrick Cripps,CA,Carlton,8,7,0,27
"Cripps, Patrick",Patrick,Cripps,Patrick Cripps,CA,Carlton,9,8,0,27
"Cripps, Patrick",Patrick,Cripps,Patrick Cripps,CA,Carlton,10,9,1,27
"Cripps, Patrick",Patrick,Cripps,Patrick Cripps,CA,Carlton,11,10,3,27
"Cripps, Patrick",Patrick,Cripps,Patrick Cripps,CA,Carlton,12,11,3,27
"Cripps, Patrick",Patrick,Cripps,Patrick Cripps,CA,Carlton,13,12,3,27
"Cripps, Patrick",Patrick,Cripps,Patrick Cripps,CA,Carlton,14,13,0,27
"Cripps, Patrick",Patrick,Cripps,Patrick Cripps,CA,Carlton,16,15,2,27
"Cripps, Patrick",Patrick,Cripps,Patrick Cripps,CA,Carlton,17,16,3,27
"Cripps, Patrick",Patrick,Cripps,Patrick Cripps,CA,Carlton,18,17,2,27
"Cripps, Patrick",Patrick,Cripps,Patrick Cripps,CA,Carlton,19,18,0,27
"Cripps, Patrick",Patrick,Cripps,Patrick Cripps,CA,Carlton,20,19,2,27
"Cripps, Patrick",Patrick,Cripps,Patrick Cripps,CA,Carlton,21,20,3,27
"Cripps, Patrick",Patrick,Cripps,Patrick Cripps,CA,Carlton,22,21,0,27
"Cripps, Patrick",Patrick,Cripps,Patrick Cripps,CA,Carlton,23,22,2,27
"Cripps, Patrick",Patrick,Cripps,Patrick Cripps,CA,Carlton,24,23,1,27
"Cripps, Patrick",Patrick,Cripps,Patrick Cripps,CA,Carlton,25,24,0,27
"Sheezel, Harry",Harry,Sheezel,Harry Sheezel,NM,North Melbourne,2,1,1,27
"Sheezel, Harry",Harry,Sheezel,Harry Sheezel,NM,North Melbourne,3,2,3,27
"Sheezel, Harry",Harry,Sheezel,Harry Sheezel,NM,North Melbourne,4,3,1,27
"Sheezel, Harry",Harry,Sheezel,Harry Sheezel,NM,North Melbourne,5,4,2,27
"Sheezel, Harry",Harry,Sheezel,Harry Sheezel,NM,North Melbourne,6,5,0,27
"Sheezel, Harry",Harry,Sheezel,Harry Sheezel,NM,North Melbourne,7,6,3,27
"Sheezel, Harry",Harry,Sheezel,Harry Sheezel,NM,North Melbourne,8,7,2,27
"Sheezel, Harry",Harry,Sheezel,Harry Sheezel,NM,North Melbourne,9,8,0,27
"Sheezel, Harry",Harry,Sheezel,Harry Sheezel,NM,North Melbourne,10,9,0,27
"Sheezel, Harry",Harry,Sheezel,Harry Sheezel,NM,North Melbourne,11,10,0,27
"Sheezel, Harry",Harry,Sheezel,Harry Sheezel,NM,North Melbourne,12,11,0,27
"Sheezel, Harry",Harry,Sheezel,Harry Sheezel,NM,North Melbourne,14,13,0,27
"Sheezel, Harry",Harry,Sheezel,Harry Sheezel,NM,North Melbourne,15,14,3,27
"Sheezel, Harry",Harry,Sheezel,Harry Sheezel,NM,North Melbourne,16,15,3,27
"Sheezel, Harry",Harry,Sheezel,Harry Sheezel,NM,North Melbourne,17,16,3,27
"Sheezel, Harry",Harry,Sheezel,Harry Sheezel,NM,North Melbourne,18,17,2,27
"Sheezel, Harry",Harry,Sheezel,Harry Sheezel,NM,North Melbourne,19,18,0,27
"Sheezel, Harry",Harry,Sheezel,Harry Sheezel,NM,North Melbourne,20,19,1,27
"Sheezel, Harry",Harry,Sheezel,Harry Sheezel,NM,North Melbourne,21,20,1,27
"Sheezel, Harry",Harry,Sheezel,Harry Sheezel,NM,North Melbourne,22,21,0,27
"Sheezel, Harry",Harry,Sheezel,Harry Sheezel,NM,North Melbourne,23,22,2,27
"Sheezel, Harry",Harry,Sheezel,Harry Sheezel,NM,North Melbourne,24,23,0,27
"Heeney, Isaac",Isaac,Heeney,Isaac Heeney,SY,Sydney,1,0,0,26
"Heeney, Isaac",Isaac,Heeney,Isaac Heeney,SY,Sydney,2,1,0,26
"Heeney, Isaac",Isaac,Heeney,Isaac Heeney,SY,Sydney,5,4,2,26
"Heeney, Isaac",Isaac,Heeney,Isaac Heeney,SY,Sydney,6,5,3,26
"Heeney, Isaac",Isaac,Heeney,Isaac Heeney,SY,Sydney,7,6,0,26
"Heeney, Isaac",Isaac,Heeney,Isaac Heeney,SY,Sydney,9,8,1,26
"Heeney, Isaac",Isaac,Heeney,Isaac Heeney,SY,Sydney,10,9,3,26
"Heeney, Isaac",Isaac,Heeney,Isaac Heeney,SY,Sydney,11,10,2,26
"Heeney, Isaac",Isaac,Heeney,Isaac Heeney,SY,Sydney,12,11,0,26
"Heeney, Isaac",Isaac,Heeney,Isaac Heeney,SY,Sydney,13,12,3,26
"Heeney, Isaac",Isaac,Heeney,Isaac Heeney,SY,Sydney,14,13,3,26
"Heeney, Isaac",Isaac,Heeney,Isaac Heeney,SY,Sydney,15,14,3,26
"Heeney, Isaac",Isaac,Heeney,Isaac Heeney,SY,Sydney,17,16,1,26
"Heeney, Isaac",Isaac,Heeney,Isaac Heeney,SY,Sydney,18,17,1,26
"Heeney, Isaac",Isaac,Heeney,Isaac Heeney,SY,Sydney,19,18,0,26
"Heeney, Isaac",Isaac,Heeney,Isaac Heeney,SY,Sydney,20,19,0,26
"Heeney, Isaac",Isaac,Heeney,Isaac Heeney,SY,Sydney,21,20,1,26
"Heeney, Isaac",Isaac,Heeney,Isaac Heeney,SY,Sydney,22,21,0,26
"Heeney, Isaac",Isaac,Heeney,Isaac Heeney,SY,Sydney,23,22,1,26
"Heeney, Isaac",Isaac,Heeney,Isaac Heeney,SY,Sydney,24,23,2,26
"Butters, Zak",Zak,Butters,Zak Butters,PA,Port Adelaide,2,1,0,26
"Butters, Zak",Zak,Butters,Zak Butters,PA,Port Adelaide,3,2,3,26
"Butters, Zak",Zak,Butters,Zak Butters,PA,Port Adelaide,4,3,2,26
"Butters, Zak",Zak,Butters,Zak Butters,PA,Port Adelaide,5,4,3,26
"Butters, Zak",Zak,Butters,Zak Butters,PA,Port Adelaide,6,5,1,26
"Butters, Zak",Zak,Butters,Zak Butters,PA,Port Adelaide,7,6,1,26
"Butters, Zak",Zak,Butters,Zak Butters,PA,Port Adelaide,8,7,1,26
"Butters, Zak",Zak,Butters,Zak Butters,PA,Port Adelaide,9,8,2,26
"Butters, Zak",Zak,Butters,Zak Butters,PA,Port Adelaide,10,9,2,26
"Butters, Zak",Zak,Butters,Zak Butters,PA,Port Adelaide,11,10,2,26
"Butters, Zak",Zak,Butters,Zak Butters,PA,Port Adelaide,12,11,0,26
"Butters, Zak",Zak,Butters,Zak Butters,PA,Port Adelaide,14,13,3,26
"Butters, Zak",Zak,Butters,Zak Butters,PA,Port Adelaide,15,14,2,26
"Butters, Zak",Zak,Butters,Zak Butters,PA,Port Adelaide,16,15,0,26
"Butters, Zak",Zak,Butters,Zak Butters,PA,Port Adelaide,17,16,3,26
"Butters, Zak",Zak,Butters,Zak Butters,PA,Port Adelaide,18,17,1,26
"Butters, Zak",Zak,Butters,Zak Butters,PA,Port Adelaide,19,18,0,26
"Rankine, Izak",Izak,Rankine,Izak Rankine,AD,Adelaide,3,2,0,25
"Rankine, Izak",Izak,Rankine,Izak Rankine,AD,Adelaide,4,3,0,25
"Rankine, Izak",Izak,Rankine,Izak Rankine,AD,Adelaide,5,4,0,25
"Rankine, Izak",Izak,Rankine,Izak Rankine,AD,Adelaide,6,5,2,25
"Rankine, Izak",Izak,Rankine,Izak Rankine,AD,Adelaide,7,6,0,25
"Rankine, Izak",Izak,Rankine,Izak Rankine,AD,Adelaide,8,7,0,25
"Rankine, Izak",Izak,Rankine,Izak Rankine,AD,Adelaide,9,8,0,25
"Rankine, Izak",Izak,Rankine,Izak Rankine,AD,Adelaide,10,9,3,25
"Rankine, Izak",Izak,Rankine,Izak Rankine,AD,Adelaide,11,10,3,25
"Rankine, Izak",Izak,Rankine,Izak Rankine,AD,Adelaide,12,11,0,25
"Rankine, Izak",Izak,Rankine,Izak Rankine,AD,Adelaide,16,15,0,25
"Rankine, Izak",Izak,Rankine,Izak Rankine,AD,Adelaide,17,16,0,25
"Rankine, Izak",Izak,Rankine,Izak Rankine,AD,Adelaide,18,17,2,25
"Rankine, Izak",Izak,Rankine,Izak Rankine,AD,Adelaide,19,18,3,25
"Rankine, Izak",Izak,Rankine,Izak Rankine,AD,Adelaide,20,19,1,25
"Rankine, Izak",Izak,Rankine,Izak Rankine,AD,Adelaide,21,20,0,25
"Rankine, Izak",Izak,Rankine,Izak Rankine,AD,Adelaide,22,21,2,25
"Rankine, Izak",Izak,Rankine,Izak Rankine,AD,Adelaide,23,22,3,25
"Rankine, Izak",Izak,Rankine,Izak Rankine,AD,Adelaide,24,23,3,25
"Rankine, Izak",Izak,Rankine,Izak Rankine,AD,Adelaide,25,24,3,25
"Oliver, Clayton",Clayton,Oliver,Clayton Oliver,GW,Greater Western Sydney,1,0,2,23
"Oliver, Clayton",Clayton,Oliver,Clayton Oliver,GW,Greater Western Sydney,2,1,0,23
"Oliver, Clayton",Clayton,Oliver,Clayton Oliver,GW,Greater Western Sydney,3,2,2,23
"Oliver, Clayton",Clayton,Oliver,Clayton Oliver,GW,Greater Western Sydney,4,3,0,23
"Oliver, Clayton",Clayton,Oliver,Clayton Oliver,GW,Greater Western Sydney,6,5,2,23
"Oliver, Clayton",Clayton,Oliver,Clayton Oliver,GW,Greater Western Sydney,7,6,2,23
"Oliver, Clayton",Clayton,Oliver,Clayton Oliver,GW,Greater Western Sydney,8,7,0,23
"Oliver, Clayton",Clayton,Oliver,Clayton Oliver,GW,Greater Western Sydney,9,8,1,23
"Oliver, Clayton",Clayton,Oliver,Clayton Oliver,GW,Greater Western Sydney,10,9,3,23
"Oliver, Clayton",Clayton,Oliver,Clayton Oliver,GW,Greater Western Sydney,11,10,2,23
"Oliver, Clayton",Clayton,Oliver,Clayton Oliver,GW,Greater Western Sydney,12,11,2,23
"Oliver, Clayton",Clayton,Oliver,Clayton Oliver,GW,Greater Western Sydney,13,12,2,23
"Oliver, Clayton",Clayton,Oliver,Clayton Oliver,GW,Greater Western Sydney,15,14,0,23
"Oliver, Clayton",Clayton,Oliver,Clayton Oliver,GW,Greater Western Sydney,16,15,0,23
"Oliver, Clayton",Clayton,Oliver,Clayton Oliver,GW,Greater Western Sydney,17,16,0,23
"Oliver, Clayton",Clayton,Oliver,Clayton Oliver,GW,Greater Western Sydney,18,17,1,23
"Oliver, Clayton",Clayton,Oliver,Clayton Oliver,GW,Greater Western Sydney,19,18,1,23
"Oliver, Clayton",Clayton,Oliver,Clayton Oliver,GW,Greater Western Sydney,20,19,1,23
"Oliver, Clayton",Clayton,Oliver,Clayton Oliver,GW,Greater Western Sydney,21,20,0,23
"Oliver, Clayton",Clayton,Oliver,Clayton Oliver,GW,Greater Western Sydney,22,21,0,23
"Oliver, Clayton",Clayton,Oliver,Clayton Oliver,GW,Greater Western Sydney,23,22,0,23
"Oliver, Clayton",Clayton,Oliver,Clayton Oliver,GW,Greater Western Sydney,24,23,2,23
"Oliver, Clayton",Clayton,Oliver,Clayton Oliver,GW,Greater Western Sydney,25,24,0,23
"Horne-Francis, Jason",Jason,Horne-Francis,Jason Horne-Francis,PA,Port Adelaide,2,1,0,22
"Horne-Francis, Jason",Jason,Horne-Francis,Jason Horne-Francis,PA,Port Adelaide,3,2,2,22
"Horne-Francis, Jason",Jason,Horne-Francis,Jason Horne-Francis,PA,Port Adelaide,4,3,0,22
"Horne-Francis, Jason",Jason,Horne-Francis,Jason Horne-Francis,PA,Port Adelaide,5,4,0,22
"Horne-Francis, Jason",Jason,Horne-Francis,Jason Horne-Francis,PA,Port Adelaide,6,5,2,22
"Horne-Francis, Jason",Jason,Horne-Francis,Jason Horne-Francis,PA,Port Adelaide,7,6,2,22
"Horne-Francis, Jason",Jason,Horne-Francis,Jason Horne-Francis,PA,Port Adelaide,8,7,3,22
"Horne-Francis, Jason",Jason,Horne-Francis,Jason Horne-Francis,PA,Port Adelaide,9,8,0,22
"Horne-Francis, Jason",Jason,Horne-Francis,Jason Horne-Francis,PA,Port Adelaide,10,9,0,22
"Horne-Francis, Jason",Jason,Horne-Francis,Jason Horne-Francis,PA,Port Adelaide,11,10,0,22
"Horne-Francis, Jason",Jason,Horne-Francis,Jason Horne-Francis,PA,Port Adelaide,12,11,2,22
"Horne-Francis, Jason",Jason,Horne-Francis,Jason Horne-Francis,PA,Port Adelaide,14,13,1,22
"Horne-Francis, Jason",Jason,Horne-Francis,Jason Horne-Francis,PA,Port Adelaide,15,14,0,22
"Horne-Francis, Jason",Jason,Horne-Francis,Jason Horne-Francis,PA,Port Adelaide,16,15,1,22
"Horne-Francis, Jason",Jason,Horne-Francis,Jason Horne-Francis,PA,Port Adelaide,17,16,2,22
"Horne-Francis, Jason",Jason,Horne-Francis,Jason Horne-Francis,PA,Port Adelaide,18,17,3,22
"Horne-Francis, Jason",Jason,Horne-Francis,Jason Horne-Francis,PA,Port Adelaide,19,18,0,22
"Horne-Francis, Jason",Jason,Horne-Francis,Jason Horne-Francis,PA,Port Adelaide,21,20,1,22
"Horne-Francis, Jason",Jason,Horne-Francis,Jason Horne-Francis,PA,Port Adelaide,22,21,3,22
"Horne-Francis, Jason",Jason,Horne-Francis,Jason Horne-Francis,PA,Port Adelaide,23,22,0,22
"Horne-Francis, Jason",Jason,Horne-Francis,Jason Horne-Francis,PA,Port Adelaide,24,23,0,22
"Newcombe, Jai",Jai,Newcombe,Jai Newcombe,HW,Hawthorn,1,0,0,21
"Newcombe, Jai",Jai,Newcombe,Jai Newcombe,HW,Hawthorn,2,1,0,21
"Newcombe, Jai",Jai,Newcombe,Jai Newcombe,HW,Hawthorn,3,2,3,21
"Newcombe, Jai",Jai,Newcombe,Jai Newcombe,HW,Hawthorn,5,4,0,21
"Newcombe, Jai",Jai,Newcombe,Jai Newcombe,HW,Hawthorn,6,5,3,21
"Newcombe, Jai",Jai,Newcombe,Jai Newcombe,HW,Hawthorn,7,6,0,21
"Newcombe, Jai",Jai,Newcombe,Jai Newcombe,HW,Hawthorn,8,7,2,21
"Newcombe, Jai",Jai,Newcombe,Jai Newcombe,HW,Hawthorn,9,8,2,21
"Newcombe, Jai",Jai,Newcombe,Jai Newcombe,HW,Hawthorn,10,9,0,21
"Newcombe, Jai",Jai,Newcombe,Jai Newcombe,HW,Hawthorn,11,10,0,21
"Newcombe, Jai",Jai,Newcombe,Jai Newcombe,HW,Hawthorn,12,11,0,21
"Newcombe, Jai",Jai,Newcombe,Jai Newcombe,HW,Hawthorn,13,12,0,21
"Newcombe, Jai",Jai,Newcombe,Jai Newcombe,HW,Hawthorn,14,13,3,21
"Newcombe, Jai",Jai,Newcombe,Jai Newcombe,HW,Hawthorn,16,15,3,21
"Newcombe, Jai",Jai,Newcombe,Jai Newcombe,HW,Hawthorn,17,16,0,21
"Newcombe, Jai",Jai,Newcombe,Jai Newcombe,HW,Hawthorn,18,17,0,21
"Newcombe, Jai",Jai,Newcombe,Jai Newcombe,HW,Hawthorn,19,18,0,21
"Newcombe, Jai",Jai,Newcombe,Jai Newcombe,HW,Hawthorn,20,19,0,21
"Newcombe, Jai",Jai,Newcombe,Jai Newcombe,HW,Hawthorn,21,20,0,21
"Newcombe, Jai",Jai,Newcombe,Jai Newcombe,HW,Hawthorn,22,21,3,21
"Newcombe, Jai",Jai,Newcombe,Jai Newcombe,HW,Hawthorn,23,22,0,21
"Newcombe, Jai",Jai,Newcombe,Jai Newcombe,HW,Hawthorn,24,23,2,21
"Newcombe, Jai",Jai,Newcombe,Jai Newcombe,HW,Hawthorn,25,24,0,21
"Wanganeen-Milera, Nasiah",Nasiah,Wanganeen-Milera,Nasiah Wanganeen-Milera,SK,St Kilda,1,0,0,21
"Wanganeen-Milera, Nasiah",Nasiah,Wanganeen-Milera,Nasiah Wanganeen-Milera,SK,St Kilda,2,1,0,21
"Wanganeen-Milera, Nasiah",Nasiah,Wanganeen-Milera,Nasiah Wanganeen-Milera,SK,St Kilda,3,2,0,21
"Wanganeen-Milera, Nasiah",Nasiah,Wanganeen-Milera,Nasiah Wanganeen-Milera,SK,St Kilda,4,3,0,21
"Wanganeen-Milera, Nasiah",Nasiah,Wanganeen-Milera,Nasiah Wanganeen-Milera,SK,St Kilda,6,5,3,21
"Wanganeen-Milera, Nasiah",Nasiah,Wanganeen-Milera,Nasiah Wanganeen-Milera,SK,St Kilda,7,6,0,21
"Wanganeen-Milera, Nasiah",Nasiah,Wanganeen-Milera,Nasiah Wanganeen-Milera,SK,St Kilda,8,7,2,21
"Wanganeen-Milera, Nasiah",Nasiah,Wanganeen-Milera,Nasiah Wanganeen-Milera,SK,St Kilda,9,8,2,21
"Wanganeen-Milera, Nasiah",Nasiah,Wanganeen-Milera,Nasiah Wanganeen-Milera,SK,St Kilda,14,13,2,21
