player_id,player,team,predicted_expected_votes,actual_votes,games,error,absolute_error,predicted_rank,actual_rank,rank_error
12498,Ben Ainsworth,Carlton,1.6164455931567119,2,23,-0.3835544068432881,0.3835544068432881,150,112,38
13335,Joel Fitzgerald,Melbourne,1.5879141632982783,1,10,0.5879141632982783,0.5879141632982783,151,140,11
12300,Tim Membrey,Collingwood,1.5835604015371738,1,19,0.5835604015371738,0.5835604015371738,152,140,12
12856,Lloyd Meek,Hawthorn,1.5701745752743148,0,23,1.5701745752743148,1.5701745752743148,153,184,-31
13148,Nate Caddy,Essendon,1.5485516940082007,1,22,0.5485516940082007,0.5485516940082007,154,140,14
12519,Jarrod Berry,Brisbane Lions,1.5148821883265327,3,18,-1.4851178116734673,1.4851178116734673,155,87,68
12366,Peter Wright,Essendon,1.511554646640869,0,18,1.511554646640869,1.511554646640869,156,184,-28
13187,Finn OSullivan,North Melbourne,1.4797453720675726,0,19,1.4797453720675726,1.4797453720675726,157,184,-27
12166,Jack Macrae,St Kilda,1.4794851644040263,0,12,1.4794851644040263,1.4794851644040263,158,184,-26
12929,Cooper Sharman,St Kilda,1.471582938237997,0,21,1.471582938237997,1.471582938237997,159,184,-25
12497,Oliver Florent,Carlton,1.4608377065977334,2,23,-0.5391622934022666,0.5391622934022666,160,112,48
12851,Oliver Henry,Geelong,1.4405194143054512,2,22,-0.5594805856945488,0.5594805856945488,161,112,49
13139,Joe Richards,Port Adelaide,1.4404031547330582,2,20,-0.5595968452669418,0.5595968452669418,162,112,50
13099,Caleb Windsor,Melbourne,1.4391603271273499,0,20,1.4391603271273499,1.4391603271273499,163,184,-21
12441,Bailey Williams,Western Bulldogs,1.420518483028069,0,17,1.420518483028069,1.420518483028069,164,184,-20
12690,Tom Atkins,Geelong,1.4012207873249247,2,23,-0.5987792126750753,0.5987792126750753,165,112,53
12413,Callum Mills,Sydney,1.3991037965628825,0,22,1.3991037965628825,1.3991037965628825,166,184,-18
12061,Jack Crisp,Collingwood,1.3990610381032902,4,23,-2.60093896189671,2.60093896189671,167,77,90
12777,Hayden Young,Fremantle,1.3678470864194598,1,14,0.36784708641945985,0.36784708641945985,168,140,28
12357,Karl Amon,Hawthorn,1.326121433195518,0,18,1.326121433195518,1.326121433195518,169,184,-15
13110,Darcy Wilson,St Kilda,1.3223945209892263,0,22,1.3223945209892263,1.3223945209892263,170,184,-14
12876,Beau McCreery,Collingwood,1.3144307345862551,0,22,1.3144307345862551,1.3144307345862551,171,184,-13
12938,Charlie Comben,North Melbourne,1.298644867497959,0,22,1.298644867497959,1.298644867497959,172,184,-12
12937,Brodie Kemp,Carlton,1.2926475093313823,0,23,1.2926475093313823,1.2926475093313823,173,184,-11
12653,Harry Petty,Melbourne,1.2865875736385342,1,19,0.28658757363853415,0.28658757363853415,174,140,34
12890,Jordon Sweet,Port Adelaide,1.285025592384005,1,22,0.28502559238400504,0.28502559238400504,175,140,35
11905,Jack Darling,North Melbourne,1.2688470536887164,1,22,0.2688470536887164,0.2688470536887164,176,140,36
12177,Jarrod Witts,Gold Coast,1.2605879609535116,0,13,1.2605879609535116,1.2605879609535116,177,184,-7
13197,Levi Ashcroft,Brisbane Lions,1.2583742766423036,1,23,0.2583742766423036,0.2583742766423036,178,140,38
12542,Luke Ryan,Fremantle,1.2366566531195111,0,22,1.2366566531195111,1.2366566531195111,179,184,-5
12537,Tim English,Western Bulldogs,1.2322702669805359,1,15,0.23227026698053588,0.23227026698053588,180,140,40
12689,Gryan Miers,Geelong,1.2163265475361913,2,15,-0.7836734524638087,0.7836734524638087,181,112,69
13049,Bailey Humphrey,Gold Coast,1.208832272271745,1,20,0.20883227227174506,0.20883227227174506,182,140,42
13240,Tom McCarthy,West Coast,1.1628811108696062,0,22,1.1628811108696062,1.1628811108696062,183,184,-1
12967,Marcus Windhager,St Kilda,1.1378309413366567,1,23,0.13783094133665674,0.13783094133665674,184,140,44
12656,Brent Daniels,Greater Western Sydney,1.0953889133968686,1,10,0.09538891339686861,0.09538891339686861,185,140,45
